state,district,population,households,literacy_rate_pct,sc_population,st_population,sub_centres,phcs,chcs,sub_divisional_hospitals,district_hospitals,institutional_delivery_pct_hmis,csection_rate_pct,institutional_births_pct,skilled_birth_attendance_pct,child_immunization_pct,sanitation_pct,drinking_water_pct,electricity_pct,health_insurance_pct,women_anaemia_pct,sub_centres_per_lakh,phcs_per_lakh,chcs_per_lakh,district_hospitals_per_lakh,sc_population_pct,st_population_pct
Andaman And Nicobar Islands,Nicobars,36842.0,9288.0,68.7584821670919,0.0,23681.0,41.0,4.0,1.0,0.0,1.0,95.8,0.0,97.8,98.6,64.2,83.5,98.8,97.9,2.7,38.3,111.28603224580642,10.857173877639651,2.714293469409913,2.714293469409913,0.0,64.27718364909613
Andaman And Nicobar Islands,North And Middle Andaman,105597.0,26199.0,74.51253350000474,0.0,758.0,44.0,8.0,2.0,0.0,1.0,93.3,1.8,97.7,98.3,0.0,86.4,92.2,93.2,2.1,62.1,41.66785041241702,7.575972802257641,1.8939932005644102,0.9469966002822051,0.0,0.7178234230139113
Andaman And Nicobar Islands,South Andamans,238142.0,59064.0,79.89602842001831,0.0,4091.0,39.0,15.0,1.0,0.0,1.0,99.3,36.3,99.5,96.9,76.3,89.3,97.9,99.6,1.2,57.7,16.376783599701017,6.298762922961931,0.419917528197462,0.419917528197462,0.0,1.7178826078558171
Andhra Pradesh,Anantapur,4081148.0,968160.0,56.62524368143473,583135.0,154127.0,586.0,108.0,15.0,2.0,1.0,99.8,28.9,94.7,98.3,81.8,71.3,98.8,99.6,73.2,50.5,14.358704952626075,2.6463142233508807,0.36754364213206675,0.024502909475471117,14.288504116978851,3.776559928725937
Andhra Pradesh,Chittoor,4174064.0,1039953.0,63.915598802509976,785760.0,159165.0,644.0,120.0,15.0,4.0,2.0,100.0,32.1,97.1,97.6,66.6,74.6,98.5,99.7,70.7,51.8,15.428608665319938,2.874896024593777,0.3593620030742221,0.047914933743229624,18.82481916904005,3.8131902146205707
Andhra Pradesh,East Godavari,5285824.0,1465351.0,63.3406825501568,957302.0,297044.0,840.0,144.0,26.0,3.0,1.0,100.0,52.0,96.6,89.9,59.0,77.7,97.9,98.8,66.4,63.0,15.891562034604256,2.7242677773607293,0.491881682023465,0.018918526231671732,18.110742998631814,5.619634705960698
Andhra Pradesh,Guntur,4887813.0,1296609.0,60.56780404651324,957407.0,247089.0,680.0,119.0,18.0,2.0,1.0,100.0,12.3,98.6,95.5,76.2,83.4,99.3,99.2,71.1,59.5,13.912152531203628,2.434626692960635,0.36826286112009604,0.020459047840005337,19.58763561535599,5.0552056717390785
Andhra Pradesh,Krishna,4517398.0,1243293.0,66.62503503122815,871063.0,132464.0,593.0,125.0,12.0,2.0,1.0,100.0,41.1,98.9,98.0,90.0,79.1,94.4,99.6,68.1,60.3,13.127025778999327,2.767079633009976,0.26563964476895774,0.022136637064079808,19.282405490948552,2.932307492056268
Andhra Pradesh,Kurnool,4053463.0,887652.0,52.47762222080231,737945.0,82831.0,542.0,113.0,19.0,1.0,1.0,99.7,21.3,88.5,90.6,67.0,73.5,97.9,99.9,73.3,58.6,13.371282777220367,2.7877397672064603,0.468735005105511,0.024670263426605842,18.20529754434665,2.0434625898891885
Andhra Pradesh,Prakasam,3397448.0,860463.0,56.054868242280676,787861.0,151145.0,534.0,100.0,15.0,2.0,1.0,100.0,46.2,97.4,97.9,51.9,78.4,98.6,99.3,67.6,60.4,15.717679858529108,2.9433857412975857,0.44150786119463786,0.029433857412975856,23.18978833524457,4.448780378684236
Andhra Pradesh,Spsr Nellore,2963557.0,776854.0,61.82398381404508,666588.0,285997.0,477.0,89.0,14.0,2.0,1.0,99.9,30.6,97.0,100.0,65.3,81.8,95.6,99.1,72.3,59.4,16.09552304882275,3.003147906384119,0.47240528864469283,0.033743234903192344,22.49283546764918,9.650463952608302
Andhra Pradesh,Srikakulam,2703114.0,681330.0,55.32067829917643,255664.0,166118.0,465.0,89.0,15.0,2.0,1.0,100.0,58.1,97.9,96.4,82.8,71.6,87.7,99.9,75.6,62.6,17.202382141485707,3.292498947510168,0.5549155529511519,0.03699437019674346,9.45812866198022,6.14543078834263
Andhra Pradesh,Visakhapatanam,4290589.0,1097042.0,59.857725827386396,329486.0,618500.0,583.0,114.0,12.0,3.0,1.0,97.6,29.4,95.3,94.4,76.5,77.8,91.8,99.6,64.9,58.0,13.587878027935092,2.6569778648106355,0.2796818805063827,0.02330682337553189,7.679272006710501,14.415270257766474
Andhra Pradesh,Vizianagaram,2344474.0,587149.0,52.82157106455435,247728.0,235556.0,431.0,76.0,11.0,1.0,1.0,99.9,29.1,99.0,97.6,76.8,61.7,93.1,99.5,76.7,64.0,18.38365449990062,3.2416652946460487,0.46918839790929645,0.04265349071902695,10.56646394884311,10.047285659811113
Andhra Pradesh,West Godavari,3995742.0,1108916.0,67.07988153389283,823545.0,134211.0,635.0,113.0,14.0,3.0,1.0,100.0,57.7,98.7,98.5,80.0,80.8,99.1,99.3,67.6,63.0,15.891916945588578,2.8280104170889913,0.3503729720287246,0.025026640859194614,20.610564946385427,3.358850496353368
Andhra Pradesh,Y.S.R.,2882469.0,706204.0,59.55887123157265,465794.0,75886.0,448.0,91.0,12.0,1.0,1.0,99.9,39.4,99.4,100.0,83.0,85.4,99.9,99.8,73.3,56.1,15.54223133015481,3.1570157389376954,0.4163097677720038,0.03469248064766698,16.159549330799393,2.6326735864288566
Arunachal Pradesh,Anjaw,21167.0,4612.0,47.19610714791893,0.0,16451.0,8.0,6.0,4.0,0.0,1.0,81.4,0.0,78.0,79.0,93.0,86.8,86.6,96.4,17.5,35.9,37.794680398733874,28.346010299050405,18.897340199366937,4.724335049841734,0.0,77.72003590494639
Arunachal Pradesh,Changlang,159386.0,31766.0,50.212063794812586,0.0,60185.0,24.0,7.0,5.0,0.0,1.0,78.0,0.0,75.1,81.3,70.9,82.3,81.8,95.2,40.5,57.2,15.057784247048048,4.391853738722347,3.1370383848016767,0.6274076769603353,0.0,37.76053103785778
Arunachal Pradesh,Dibang Valley,14240.0,3450.0,65.75842696629213,0.0,8249.0,5.0,1.0,0.0,0.0,1.0,84.2,0.0,85.5,88.1,90.7,95.0,100.0,79.2,28.7,62.9,35.1123595505618,7.02247191011236,0.0,7.02247191011236,0.0,57.92837078651686
Arunachal Pradesh,East Kameng,66592.0,12350.0,48.385691975012016,0.0,61984.0,16.0,8.0,1.0,0.0,1.0,92.6,0.0,76.0,80.3,60.8,75.6,93.6,86.3,25.1,26.2,24.02691013935608,12.01345506967804,1.501681883709755,1.501681883709755,0.0,93.08024987986545
Arunachal Pradesh,East Siang,68498.0,13173.0,64.6500627755555,0.0,49164.0,17.0,9.0,2.0,0.0,1.0,97.0,21.7,90.8,89.2,48.8,83.9,97.3,97.3,30.5,35.2,24.818242868404916,13.139069753861428,2.9197932786358725,1.4598966393179362,0.0,71.77435837542701
Arunachal Pradesh,Kamle,22102.0,3697.0,51.56094471088589,0.0,21215.0,21.0,4.0,2.0,0.0,0.0,84.75,0.0,79.55,82.0,66.4,83.80000000000001,97.1,97.45,27.799999999999997,35.55,95.01402588001085,18.09790969143064,9.04895484571532,0.0,0.0,95.98678852592526
Arunachal Pradesh,Kra Daadi,64888.0,11580.0,51.197447910245344,0.0,50223.0,7.0,6.0,0.0,0.0,1.0,50.8,0.0,73.5,81.0,63.6,89.3,99.8,99.7,24.0,22.6,10.787819011219332,9.24670200961657,0.0,1.5411170016027615,0.0,77.3995191714955
Arunachal Pradesh,Kurung Kumey,59618.0,10884.0,43.93807239424335,0.0,47596.0,13.0,4.0,2.0,0.0,1.0,77.3,0.0,69.2,69.7,71.4,78.3,99.8,99.2,13.4,34.8,21.805494984736153,6.709383072226508,3.354691536113254,1.677345768056627,0.0,79.83494917642324
Arunachal Pradesh,Leparada,29273.0,5523.0,60.21248249239915,0.0,24288.0,4.0,0.0,0.0,0.0,0.0,84.75,0.0,79.55,82.0,66.4,83.80000000000001,97.1,97.45,27.799999999999997,35.55,13.664468964574864,0.0,0.0,0.0,0.0,82.97065555289858
Arunachal Pradesh,Lohit,31447.0,6649.0,54.58708302858778,0.0,11779.0,12.0,4.0,2.0,0.0,1.0,98.0,12.2,90.2,92.3,74.0,83.7,96.9,98.9,31.9,47.2,38.159442872134065,12.719814290711355,6.3599071453556775,3.1799535726778387,0.0,37.45667313257226
Arunachal Pradesh,Longding,56953.0,9426.0,32.47063368040314,0.0,54388.0,5.0,1.0,2.0,0.0,0.0,51.6,0.0,64.5,65.0,52.7,83.5,62.5,97.4,23.8,34.1,8.779168788299124,1.7558337576598246,3.5116675153196493,0.0,0.0,95.49628641160255
Arunachal Pradesh,Lower Dibang Valley,49842.0,10755.0,56.661048914570046,0.0,23759.0,13.0,4.0,4.0,0.0,1.0,85.3,0.0,90.1,93.7,73.8,89.9,99.5,84.4,36.8,34.6,26.08242044861763,8.025360138036195,8.025360138036195,2.0063400345090487,0.0,47.668632879900485
Arunachal Pradesh,Lower Siang,21116.0,3785.0,61.49838984656185,0.0,16843.0,3.0,5.0,1.0,0.0,1.0,84.75,0.0,79.55,82.0,66.4,83.80000000000001,97.1,97.45,27.799999999999997,35.55,14.207236218980867,23.678727031634782,4.735745406326956,4.735745406326956,0.0,79.76415987876491
Arunachal Pradesh,Lower Subansiri,79140.0,15393.0,70.27672479150871,0.0,61586.0,22.0,5.0,2.0,0.0,1.0,86.0,0.5,89.8,92.6,66.5,82.8,98.1,97.8,24.5,40.5,27.79883750315896,6.317917614354308,2.5271670457417232,1.2635835228708616,0.0,77.8190548395249
Arunachal Pradesh,Namsai,98280.0,19597.0,56.23626373626374,0.0,35931.0,15.0,4.0,2.0,0.0,1.0,73.3,0.0,63.6,68.8,67.2,75.1,93.5,96.5,30.9,58.6,15.262515262515263,4.07000407000407,2.035002035002035,1.0175010175010175,0.0,36.559829059829056
Arunachal Pradesh,Pakke Kessang,12098.0,2158.0,51.47958340221525,0.0,10416.0,10.0,3.0,2.0,0.0,0.0,84.75,0.0,79.55,82.0,66.4,83.80000000000001,97.1,97.45,27.799999999999997,35.55,82.65829062654984,24.79748718796495,16.531658125309967,0.0,0.0,86.09687551661432
Arunachal Pradesh,Papum Pare,176573.0,35730.0,68.55408244748631,0.0,117216.0,37.0,16.0,4.0,0.0,1.0,99.4,42.5,88.0,86.5,60.7,75.7,92.9,98.7,26.9,38.4,20.95450606831169,9.06140802954019,2.2653520073850477,0.5663380018462619,0.0,66.38387522441144
Arunachal Pradesh,Shi Yomi,13310.0,2253.0,40.29301277235162,0.0,12202.0,0.0,2.0,1.0,0.0,0.0,84.75,0.0,79.55,82.0,66.4,83.80000000000001,97.1,97.45,27.799999999999997,35.55,0.0,15.026296018031557,7.5131480090157785,0.0,0.0,91.67543200601051
Arunachal Pradesh,Siang,31920.0,5927.0,58.49624060150376,0.0,28922.0,27.0,7.0,3.0,0.0,0.0,59.0,0.0,81.1,82.7,60.3,91.2,96.3,99.6,26.1,23.9,84.58646616541354,21.92982456140351,9.398496240601505,0.0,0.0,90.60776942355889
Arunachal Pradesh,Tawang,49977.0,10062.0,52.169998199171616,0.0,34811.0,12.0,6.0,2.0,0.0,1.0,69.6,17.7,84.2,89.9,67.5,81.7,99.8,99.7,33.5,59.1,24.011045080737137,12.005522540368569,4.0018408467895235,2.0009204233947617,0.0,69.65404085879504
Arunachal Pradesh,Tirap,38446.0,7478.0,44.77708994433751,0.0,36588.0,9.0,7.0,1.0,0.0,1.0,76.9,0.0,70.2,73.9,66.3,86.7,93.8,98.8,30.8,32.0,23.409457420798002,18.20735577173178,2.6010508245331114,2.6010508245331114,0.0,95.16724756801747
Arunachal Pradesh,Upper Siang,39604.0,8388.0,54.36824563175436,0.0,31040.0,13.0,2.0,4.0,0.0,1.0,96.7,12.5,76.0,78.8,61.4,91.8,99.8,99.5,34.6,29.2,32.824967175032825,5.0499949500050505,10.099989900010101,2.5249974750025252,0.0,78.37592162407837
Arunachal Pradesh,Upper Subansiri,63220.0,12007.0,50.8494147421702,0.0,61465.0,20.0,5.0,4.0,0.0,1.0,99.6,3.6,77.0,81.3,68.5,80.9,94.7,87.0,21.5,36.7,31.63555836760519,7.908889591901297,6.3271116735210375,1.5817779183802594,0.0,97.22397975324265
Arunachal Pradesh,West Kameng,83947.0,18159.0,57.76501840446948,0.0,46380.0,22.0,5.0,5.0,0.0,1.0,98.0,0.0,93.6,92.0,56.2,88.9,99.8,97.5,38.3,37.4,26.207011566821926,5.956138992459528,5.956138992459528,1.1912277984919055,0.0,55.24914529405458
Arunachal Pradesh,West Siang,31836.0,5714.0,53.29815303430079,0.0,28991.0,12.0,6.0,2.0,0.0,1.0,97.3,18.8,84.6,87.6,55.4,87.7,99.1,88.2,26.6,30.5,37.69317753486619,18.846588767433094,6.282196255811031,3.1410981279055155,0.0,91.06357582610882
Assam,Baksa,979228.0,198236.0,60.90746996613659,73955.0,331791.0,157.0,35.0,8.0,0.0,1.0,95.8,2.8,89.9,92.1,70.5,68.9,89.8,98.1,69.0,73.6,16.033038270964475,3.5742442005334816,0.8169701029790815,0.10212126287238518,7.552377995727247,33.882915929691556
Assam,Barpeta,1695424.0,338311.0,52.96686846476162,95320.0,27831.0,264.0,48.0,11.0,1.0,1.0,85.7,20.4,87.6,87.6,54.6,63.7,98.1,88.9,58.9,64.8,15.571326110754596,2.831150201955381,0.6488052546147748,0.05898229587407044,5.622192442716394,1.6415362764712542
Assam,Biswanath,734100.0,148301.0,55.76542705353494,49006.0,106150.0,135.0,26.0,3.0,2.0,0.0,95.8,21.0,84.3,84.6,66.2,76.6,76.2,91.1,68.4,64.4,18.389865140988967,3.5417518049312084,0.40866366979975477,0.0,6.675657267402261,14.45988284974799
Assam,Bongaigaon,660422.0,132166.0,56.39045943351372,73295.0,16751.0,108.0,29.0,4.0,0.0,1.0,95.1,34.1,84.5,89.1,67.9,72.5,95.3,97.0,57.6,70.6,16.353180239301537,4.3911317309235605,0.6056733421963532,0.1514183355490883,11.098206904070427,2.536408538782778
Assam,Cachar,1793471.0,392189.0,68.20422521468149,273310.0,17759.0,269.0,32.0,7.0,0.0,1.0,97.3,27.5,79.2,80.2,70.4,57.6,43.8,81.7,57.9,57.4,14.998848601399187,1.784249647750089,0.39030461044533193,0.055757801492190284,15.239164725830525,0.9902027966998073
Assam,Charaideo,437015.0,92090.0,63.46349667631546,7212.0,11078.0,70.0,19.0,2.0,1.0,0.0,95.8,21.0,88.2,90.5,74.0,75.9,96.4,91.7,64.9,72.3,16.01775682756885,4.3476768531972585,0.45765019507339566,0.0,1.6502866034346648,2.5349244305115386
Assam,Chirang,491420.0,99646.0,54.344959505107646,35640.0,178646.0,87.0,24.0,4.0,0.0,1.0,81.8,16.7,83.7,82.9,71.1,77.1,92.1,97.8,61.5,65.2,17.703797159252776,4.883806112897318,0.8139676854828862,0.20349192137072156,7.252452077652517,36.35301778519393
Assam,Darrang,883376.0,179253.0,53.02894803571752,39690.0,8990.0,159.0,33.0,7.0,0.0,1.0,97.2,11.2,84.4,87.0,57.1,67.9,99.7,89.5,53.7,70.4,17.99913060803101,3.735668616761153,0.7924145550705475,0.1132020792957925,4.492990527250004,1.0176866928691746
Assam,Dhemaji,679046.0,128361.0,61.72247535513058,43579.0,321642.0,98.0,24.0,5.0,0.0,1.0,99.7,22.1,87.3,91.5,89.7,70.8,95.3,95.0,66.8,62.9,14.43201196973401,3.534370278302206,0.7363271413129596,0.14726542826259192,6.417680098255493,47.366746877236594
Assam,Dhubri,1465540.0,304613.0,47.48345319813857,47416.0,1940.0,139.0,29.0,6.0,0.0,1.0,61.1,5.9,64.2,68.9,71.6,61.8,96.7,92.5,59.4,63.2,15.794541469161722,3.632631894015401,0.648743782307863,0.08876175976102518,3.2353944621095296,0.13237441489143933
Assam,Dibrugarh,1326335.0,276867.0,66.68986342062902,58876.0,102871.0,234.0,31.0,10.0,0.0,0.0,99.8,36.2,93.1,95.3,83.8,75.3,98.1,94.4,58.8,70.8,17.642601605175162,2.3372677340189316,0.7539573335544941,0.0,4.438999197035439,7.756034486008437
Assam,Dima Hasao,203726.0,39851.0,65.11000068719751,3890.0,148404.0,76.0,12.0,3.0,0.0,1.0,66.9,24.3,89.5,91.9,63.6,83.8,50.2,95.9,61.9,60.5,37.30500770642922,5.890264374699351,1.4725660936748377,0.4908553645582793,1.9094273681317064,72.84489952190687
Assam,Goalpara,1008183.0,198454.0,55.90026810608788,45094.0,231570.0,155.0,37.0,7.0,0.0,1.0,96.2,17.4,92.3,94.2,70.3,75.3,90.7,89.6,71.1,64.9,15.374192978854037,3.669968646565157,0.6943183925934081,0.0991883417990583,4.472799085086735,22.96904431040793
Assam,Golaghat,1084751.0,230595.0,67.726971443216,62985.0,125608.0,143.0,39.0,9.0,1.0,1.0,98.9,20.8,90.4,92.1,72.4,73.1,93.7,96.4,69.3,77.2,13.182748852040698,3.5952951414656455,0.8296834941843796,0.09218705490937551,5.806401653467017,11.579431593056839
Assam,Hailakandi,726618.0,158569.0,63.43278036051956,79643.0,2330.0,107.0,13.0,4.0,0.0,1.0,90.7,1.9,83.0,84.8,68.6,60.0,41.2,91.2,53.6,61.4,14.725756862615569,1.7891106468598355,0.5504955836491802,0.13762389591229504,10.960779942142915,0.32066367747564745
Assam,Hojai,931218.0,176788.0,62.846401164925936,109437.0,28731.0,94.0,7.0,5.0,0.0,0.0,95.8,21.0,82.1,83.5,55.5,63.1,99.9,96.3,67.4,56.3,10.094306596307202,0.7517036827037278,0.5369312019312342,0.0,11.752027989149694,3.0853140725372574
Assam,Jorhat,924952.0,204026.0,73.60619794324462,64787.0,62368.0,110.0,35.0,6.0,1.0,0.0,99.6,44.7,96.5,97.4,69.2,80.4,85.9,95.1,60.1,71.8,11.892509016684109,3.7839801416722163,0.6486823100009513,0.0,7.00436346967194,6.742836385023223
Assam,Kamrup,1518031.0,311346.0,65.52376071371401,115101.0,182390.0,280.0,65.0,13.0,1.0,1.0,98.2,21.0,85.0,88.5,63.6,68.7,92.1,94.8,47.0,71.5,18.444946117701154,4.281862491609196,0.8563724983218393,0.06587480756321841,7.582256225334001,12.014906151455405
Assam,Kamrup Metro,795857.0,186623.0,78.30213216695964,69524.0,57991.0,50.0,45.0,3.0,0.0,1.0,99.6,50.6,89.1,90.1,53.6,65.2,87.2,99.2,45.5,74.6,6.282535681661404,5.654282113495264,0.37695214089968426,0.12565071363322808,8.735740214636548,7.28661053430453
Assam,Karbi Anglong,589493.0,110701.0,58.87075843139783,30695.0,318781.0,104.0,24.0,6.0,0.0,0.0,84.8,7.7,74.9,78.3,64.3,75.2,79.6,97.0,54.1,59.0,17.64227904317778,4.071295163810257,1.0178237909525643,0.0,5.207016877214827,54.07714765060824
Assam,Karimganj,1171832.0,235480.0,63.678240566907206,149477.0,1750.0,232.0,29.0,7.0,0.0,1.0,77.5,14.7,76.4,78.3,75.1,61.5,62.3,87.1,64.4,52.0,19.798059790140567,2.474757473767571,0.597355252288724,0.08533646461267486,12.7558387209088,0.149338813072181
Assam,Kokrajhar,982161.0,201463.0,56.98373280959028,45890.0,279029.0,161.0,46.0,2.0,1.0,1.0,93.3,19.4,81.9,82.0,51.1,72.2,87.3,93.9,50.2,59.5,16.392424459940887,4.683549845697396,0.20363260198684333,0.10181630099342166,4.672350052588119,28.40970064989345
Assam,Lakhimpur,1043096.0,204487.0,65.57411781849417,81840.0,250306.0,149.0,29.0,8.0,1.0,1.0,99.2,23.3,96.2,96.8,69.0,74.2,81.2,97.2,67.0,65.4,14.28439951835689,2.7801851411567102,0.7669476251466787,0.09586845314333484,7.8458742052505235,23.99644903249557
Assam,Majuli,167304.0,32236.0,68.20339023573854,23878.0,77603.0,34.0,8.0,2.0,1.0,0.0,95.8,21.0,90.3,93.5,78.6,65.6,98.6,93.5,60.8,67.8,20.322287572323436,4.781714722899632,1.195428680724908,0.0,14.272223019174676,46.38442595514752
Assam,Marigaon,957423.0,184602.0,56.39116670478984,117841.0,136777.0,122.0,34.0,6.0,0.0,1.0,89.4,6.3,88.3,90.0,73.4,62.3,94.6,89.5,62.5,64.2,12.742539086694178,3.5511994176032955,0.6266822501652874,0.10444704169421458,12.30814384028794,14.285953021809586
Assam,Nagaon,1892550.0,382552.0,59.468917597949854,156913.0,86422.0,258.0,72.0,13.0,0.0,1.0,92.9,26.6,83.7,86.7,58.2,66.1,96.1,94.5,59.4,61.0,13.632400729174924,3.8043909011650947,0.6869039127103643,0.05283876251618187,8.291088742701644,4.56643153417347
Assam,Nalbari,767040.0,154207.0,68.81740196078432,59128.0,23293.0,124.0,44.0,11.0,0.0,1.0,97.5,39.5,91.8,91.4,65.5,68.1,99.5,94.7,52.5,66.4,16.166040884438882,5.7363370880267,1.434084272006675,0.13037129745515227,7.708594075928243,3.0367386316228617
Assam,Sivasagar,714035.0,156277.0,75.08875615340985,35135.0,37961.0,150.0,27.0,2.0,1.0,1.0,99.4,21.1,95.3,95.6,77.6,82.3,92.7,97.0,60.7,67.6,21.007373588129433,3.781327245863298,0.28009831450839245,0.14004915725419623,4.920627140126185,5.3164060585265425
Assam,Sonitpur,1190010.0,244618.0,58.7556407089016,60124.0,126057.0,144.0,29.0,6.0,0.0,1.0,91.9,29.1,83.5,82.8,70.9,72.2,82.9,88.2,66.9,63.6,12.100738649255048,2.4369543113083085,0.5041974437189604,0.0840329072864934,5.052394517693129,10.592936193813497
Assam,South Salmara Mancachar,388699.0,89679.0,40.15575033637854,6659.0,4028.0,51.0,7.0,2.0,1.0,0.0,95.8,21.0,71.7,79.4,65.8,59.0,98.2,79.5,68.2,57.1,13.120692360927094,1.80087934365666,0.5145369553304742,0.0,1.7131507927728138,1.036277428035575
Assam,Tinsukia,1327929.0,268598.0,60.11782256430879,37688.0,82066.0,166.0,22.0,7.0,0.0,1.0,97.3,24.8,82.6,83.2,75.0,66.7,96.8,95.7,60.0,72.8,12.50066833392448,1.6567150803996298,0.5271366164907914,0.07530523092725591,2.83810354318642,6.179999081276183
Assam,Udalguri,866000.0,174945.0,55.781870669745956,38394.0,266800.0,150.0,24.0,7.0,0.0,1.0,94.7,2.6,86.2,87.9,38.3,73.8,82.3,95.5,70.6,81.5,17.321016166281755,2.771362586605081,0.8083140877598153,0.11547344110854503,4.433487297921478,30.808314087759815
Assam,West Karbi Anglong,359333.0,65948.0,57.18845750320733,14026.0,209553.0,50.0,18.0,2.0,1.0,0.0,95.8,21.0,72.5,84.5,47.9,76.7,44.7,94.7,63.1,57.9,13.914669679656475,5.009281084676331,0.556586787186259,0.0,3.9033431385372346,58.317215507621064
Bihar,Araria,2811569.0,568142.0,42.530274021373835,382654.0,38848.0,242.0,46.0,7.0,1.0,1.0,80.5,1.1,66.2,70.3,61.6,32.2,100.0,96.2,19.5,67.9,8.607293649915759,1.6360971400666318,0.24897130392318312,0.035567329131883305,13.609980761631673,1.3817196021154026
Bihar,Arwal,700843.0,118222.0,55.126611808921545,141314.0,590.0,65.0,33.0,2.0,0.0,1.0,89.5,0.7,79.2,83.1,84.2,43.4,99.9,97.4,15.6,66.9,9.274545083563652,4.7086151962707765,0.28537061795580465,0.14268530897790233,20.16343175290329,0.08418433229696237
Bihar,Aurangabad,2540073.0,391898.0,57.71495543632014,612064.0,1033.0,254.0,72.0,8.0,1.0,1.0,75.3,1.9,77.5,84.6,89.7,47.1,100.0,97.7,15.4,60.5,9.999712606684925,2.8345642034697427,0.31495157816330477,0.039368947270413096,24.09631534211812,0.04066812253033673
Bihar,Banka,2009427.0,376808.0,47.33697715816499,245690.0,90424.0,251.0,40.0,7.0,0.0,1.0,91.4,0.8,79.8,80.4,88.1,38.2,96.3,96.2,13.6,65.9,12.491123091309115,1.9906172257066317,0.34835801449866055,0.049765430642665795,12.22686865459656,4.499989300432412
Bihar,Begusarai,2970541.0,589667.0,52.13437552284247,432270.0,1597.0,292.0,44.0,7.0,1.0,1.0,83.5,0.3,86.0,85.6,65.8,62.2,99.1,96.2,13.2,62.9,9.829859274792033,1.481211671544005,0.2356473113820008,0.03366390162600011,14.55189475587107,0.05376125089672218
Bihar,Bhagalpur,3050971.0,567265.0,51.86332482347423,320145.0,67188.0,362.0,77.0,10.0,2.0,1.0,88.9,5.6,77.2,77.5,66.8,60.9,98.0,94.5,16.3,73.0,11.86507508593166,2.523786689548999,0.3277645051362337,0.032776450513623365,10.493216749683953,2.202184157109327
Bihar,Bhojpur,2728407.0,416090.0,58.61116028510409,425402.0,13977.0,303.0,45.0,10.0,1.0,1.0,91.9,6.4,86.9,87.5,61.9,45.9,99.7,97.9,9.6,73.6,11.105381271929005,1.6493140502864858,0.36651423339699685,0.03665142333969969,15.591588791554924,0.5122769440189825
Bihar,Buxar,1706352.0,261660.0,58.00719898356259,251737.0,26824.0,160.0,40.0,4.0,1.0,1.0,90.1,1.0,89.5,90.6,75.0,52.4,99.8,98.5,11.4,66.2,9.37672883437884,2.34418220859471,0.23441822085947098,0.058604555214867744,14.75293491612516,1.5720085890836122
Bihar,Darbhanga,3941690.0,803811.0,46.2104072111201,615668.0,3337.0,261.0,74.0,10.0,2.0,0.0,80.0,5.7,69.9,75.9,66.3,48.7,99.8,97.2,25.3,60.8,6.621525284839751,1.8773673221384735,0.2536982867754694,0.0,15.61939168224797,0.08465911829697415
Bihar,Gaya,4391418.0,688425.0,52.32052608064184,1334351.0,3098.0,473.0,86.0,18.0,2.0,1.0,73.3,5.3,76.6,77.7,85.0,44.4,99.2,97.9,9.7,64.3,10.771008362219218,1.958365156767131,0.4098903816489344,0.022771687869385243,30.385424480202065,0.07054668901935549
Bihar,Gopalganj,2562012.0,413044.0,53.98093373489273,320064.0,60807.0,185.0,36.0,10.0,1.0,1.0,92.4,4.8,85.9,88.0,75.8,60.1,99.9,96.2,12.7,53.8,7.220887333861044,1.4051456433459328,0.39031823426275913,0.03903182342627591,12.492681533107573,2.3734080870815593
Bihar,Jamui,1760405.0,307082.0,48.77218594584769,302649.0,78793.0,279.0,34.0,7.0,0.0,1.0,77.4,2.2,73.4,72.7,66.4,37.6,90.5,97.9,14.3,75.2,15.848625742371784,1.9313737463822245,0.3976357713139874,0.05680511018771248,17.192009793200995,4.47584504702043
Bihar,Jehanabad,1125313.0,181740.0,54.99634323961422,222974.0,1285.0,107.0,40.0,6.0,0.0,1.0,94.5,2.2,89.1,88.3,70.3,45.5,99.8,99.3,13.2,68.1,9.508465644669528,3.554566596138141,0.5331849894207211,0.08886416490345353,19.81439830518265,0.11419045190093778
Bihar,Kaimur (Bhabua),1626384.0,250884.0,56.584176922547194,369088.0,57981.0,175.0,31.0,5.0,1.0,1.0,92.8,2.5,83.3,86.0,88.9,59.1,98.0,96.7,18.1,70.3,10.7600665033596,1.906068923452272,0.30743047152456,0.061486094304911997,22.69377957481136,3.565025233893103
Bihar,Katihar,3056452.0,615966.0,41.541270728282335,258834.0,179362.0,327.0,65.0,8.0,2.0,1.0,86.4,1.2,66.9,73.8,73.7,44.6,99.2,92.0,8.4,68.4,10.698679383808416,2.1266488071790426,0.2617413916528053,0.03271767395660066,8.468446420882774,5.868307436203808
Bihar,Khagaria,1666886.0,328823.0,46.07561644887533,247161.0,675.0,193.0,32.0,3.0,0.0,1.0,82.8,0.2,74.2,82.3,64.7,65.0,98.8,94.5,15.6,59.5,11.578476272522536,1.9197473612472598,0.17997631511693063,0.05999210503897687,14.827708673538561,0.04049467090130939
Bihar,Kishanganj,1690400.0,338445.0,44.07572172266919,113118.0,64224.0,156.0,19.0,4.0,0.0,1.0,70.2,5.2,54.6,64.9,67.3,52.4,100.0,95.8,8.1,65.1,9.228584950307619,1.1239943208707999,0.23663038334122102,0.059157595835305256,6.691788925698059,3.7993374349266444
