state,district,population,households,literacy_rate_pct,sc_population,st_population,sub_centres,phcs,chcs,sub_divisional_hospitals,district_hospitals,institutional_delivery_pct_hmis,csection_rate_pct,institutional_births_pct,skilled_birth_attendance_pct,child_immunization_pct,sanitation_pct,drinking_water_pct,electricity_pct,health_insurance_pct,women_anaemia_pct,sub_centres_per_lakh,phcs_per_lakh,chcs_per_lakh,district_hospitals_per_lakh,sc_population_pct,st_population_pct
Haryana,Bhiwani,1132169.0,215501.0,64.75234704359508,251736.0,0.0,139.0,26.0,6.0,3.0,1.0,99.4,11.8,97.7,97.8,72.5,89.7,97.5,100.0,28.2,66.4,12.277319022160121,2.296476939396857,0.52995621678389,0.08832603613064834,22.23484303138489,0.0
Haryana,Charki Dadri,502276.0,95879.0,67.04779842158494,89426.0,0.0,76.0,12.0,3.0,0.0,1.0,99.7,1.5,98.9,99.7,84.2,90.4,97.3,99.5,29.7,72.6,15.131123127523512,2.389124704345818,0.5972811760864545,0.19909372536215147,17.80415548423576,0.0
Haryana,Faridabad,1809733.0,358919.0,70.32744609287668,223799.0,0.0,61.0,25.0,8.0,1.0,1.0,94.3,15.9,92.5,93.9,69.5,84.2,97.9,100.0,32.8,54.2,3.3706629651998385,1.381419248032721,0.44205415937047066,0.05525676992130883,12.366409851618995,0.0
Haryana,Fatehabad,942011.0,180637.0,59.19017930788494,284357.0,0.0,131.0,21.0,5.0,1.0,1.0,99.6,24.0,97.9,97.9,90.7,87.3,99.8,99.8,29.4,62.3,13.906419351791008,2.2292733312031388,0.5307793645721759,0.10615587291443518,30.186165554330046,0.0
Haryana,Gurugram,1514432.0,326428.0,73.3684972319655,197937.0,0.0,80.0,29.0,3.0,2.0,1.0,99.4,28.7,96.7,97.2,58.7,84.5,99.7,99.4,34.6,67.5,5.2825085576638635,1.9149093521531504,0.19809407091239487,0.06603135697079829,13.070048704728901,0.0
Haryana,Hisar,1743931.0,335608.0,63.89650737328484,408785.0,0.0,198.0,31.0,10.0,2.0,1.0,99.5,22.4,98.2,98.8,85.5,89.1,99.3,99.7,27.9,63.8,11.353660207886666,1.7775932648711446,0.5734171822164982,0.05734171822164983,23.440434283237124,0.0
Haryana,Jhajjar,958405.0,185334.0,70.5433506711672,170448.0,0.0,134.0,29.0,6.0,2.0,1.0,99.3,7.9,97.2,97.2,90.9,91.7,96.6,99.8,27.0,60.1,13.981563117888575,3.0258606747669305,0.6260401396069512,0.1043400232678252,17.78454828595427,0.0
Haryana,Jind,1317043.0,246724.0,62.56447207874003,277809.0,0.0,170.0,27.0,7.0,3.0,1.0,99.1,5.8,98.7,99.0,77.5,88.5,96.2,100.0,23.7,59.6,12.90770308942077,2.050046961260946,0.5314936566232082,0.07592766523188688,21.093388750405264,0.0
Haryana,Kaithal,1091413.0,207286.0,60.04014978747734,252055.0,0.0,144.0,24.0,6.0,0.0,1.0,99.8,22.6,98.2,99.7,74.3,89.7,98.5,100.0,29.1,61.5,13.193905515144131,2.1989842525240215,0.5497460631310054,0.09162434385516757,23.09437399041426,0.0
Haryana,Karnal,1505069.0,292034.0,64.97177205829101,339385.0,0.0,146.0,25.0,6.0,1.0,1.0,99.8,12.7,99.0,98.6,88.9,83.5,99.9,99.2,24.6,61.9,9.700551934828237,1.661053413497986,0.39865281923951656,0.06644213653991943,22.549464509600554,0.0
Haryana,Kurukshetra,964655.0,188143.0,67.05951868802836,215128.0,0.0,117.0,18.0,6.0,0.0,1.0,99.8,21.4,98.4,97.6,69.8,82.6,99.9,99.6,19.2,57.1,12.12868849485049,1.8659520761308448,0.6219840253769482,0.10366400422949137,22.301029901882018,0.0
Haryana,Mahendragarh,922088.0,171712.0,68.35085154562255,156314.0,0.0,137.0,18.0,7.0,1.0,1.0,99.2,27.4,98.9,98.9,73.9,79.8,99.7,99.6,25.6,61.2,14.85758409175697,1.9520913405228135,0.7591466324255386,0.10844951891793407,16.95217810013795,0.0
Haryana,Nuh,1089263.0,160280.0,41.76190690402593,75251.0,0.0,94.0,16.0,4.0,0.0,1.0,75.8,3.1,74.6,77.8,53.8,71.7,97.1,98.6,11.5,60.6,8.62968814693972,1.4688830888408035,0.3672207722102009,0.09180519305255022,6.908432582397456,0.0
Haryana,Palwal,1042708.0,171157.0,57.522911495835835,203123.0,0.0,95.0,18.0,7.0,0.0,1.0,81.1,8.2,78.3,83.2,69.0,80.3,96.7,98.9,23.5,57.2,9.110892023461986,1.7262742781296392,0.6713288859393042,0.09590412656275775,19.48033389980704,0.0
Haryana,Panchkula,561293.0,117107.0,72.2114831291322,101830.0,0.0,46.0,9.0,3.0,0.0,1.0,99.4,29.3,97.0,97.0,85.1,82.6,99.2,99.5,19.9,57.1,8.195363206026087,1.6034406272659734,0.5344802090886578,0.17816006969621925,18.142039897166008,0.0
Haryana,Panipat,1205692.0,235690.0,65.25231982960823,206432.0,0.0,89.0,18.0,9.0,1.0,1.0,98.8,20.5,97.1,96.3,80.6,79.3,99.9,99.6,26.5,66.9,7.381653025814222,1.4929185894905166,0.7464592947452583,0.08293992163836203,17.12145390365035,0.0
Haryana,Rewari,900332.0,178043.0,70.74579155244955,182606.0,0.0,114.0,16.0,5.0,1.0,1.0,99.8,23.7,98.7,98.3,79.3,86.4,99.7,100.0,25.3,61.8,12.661995797105956,1.7771222171376782,0.5553506928555244,0.11107013857110488,20.28207372391518,0.0
Haryana,Rohtak,1061204.0,206988.0,70.44658708410448,216889.0,0.0,116.0,20.0,8.0,0.0,1.0,99.5,24.0,97.4,96.7,77.4,90.0,98.5,99.7,24.8,65.3,10.930980282773152,1.8846517728919228,0.7538607091567692,0.09423258864459615,20.438011918537814,0.0
Haryana,Sirsa,1295189.0,246571.0,60.446544867196984,387381.0,0.0,116.0,21.0,6.0,1.0,1.0,99.7,33.9,99.3,99.3,79.3,81.9,99.3,99.9,26.6,61.9,11.310337027353775,1.8846517728919228,0.5553506928555244,0.09162434385516757,29.90922560336754,0.0
Haryana,Sonipat,1450001.0,277726.0,68.84933182804701,269935.0,0.0,164.0,33.0,9.0,1.0,1.0,99.8,10.2,99.7,90.2,83.0,86.7,97.2,99.3,22.4,53.3,11.310337027353775,2.275860499406552,0.6206892271108779,0.06896546967898642,18.616194057797202,0.0
Haryana,Yamunanagar,1214205.0,235423.0,68.55983956580644,306743.0,0.0,113.0,19.0,7.0,1.0,1.0,99.0,29.7,94.8,86.0,82.9,83.5,100.0,99.8,20.6,56.6,9.306500961534502,1.5648098961872172,0.5765089091216063,0.0823584155888009,25.26286747295556,0.0
Himachal Pradesh,Bilaspur,381956.0,80485.0,75.3018672307805,98989.0,10693.0,123.0,38.0,8.0,3.0,1.0,93.4,25.5,91.7,87.6,100.0,80.8,92.9,100.0,35.4,53.0,32.2026620867325,9.94878991297427,2.0944820869419516,0.26181026086774395,25.916335913037102,2.799537119458786
Himachal Pradesh,Chamba,519080.0,102460.0,62.3876859058334,111690.0,135500.0,177.0,44.0,5.0,6.0,0.0,60.9,17.2,72.0,74.1,100.0,86.5,85.5,99.1,26.8,43.7,34.09879016721892,8.476535408800185,0.9632426600909301,0.0,21.516914541111195,26.103876088464204
Himachal Pradesh,Hamirpur,454768.0,105519.0,78.74146817718045,109256.0,3044.0,152.0,32.0,2.0,5.0,0.0,99.4,24.5,97.6,92.4,74.3,85.5,98.0,99.7,32.0,49.5,33.423635787918236,7.036554902719629,0.4397846814199768,0.0,24.02455757661049,0.6693522851212047
Himachal Pradesh,Kangra,1510075.0,338887.0,76.32998361008559,319385.0,84564.0,449.0,85.0,19.0,22.0,1.0,98.0,28.8,90.2,87.5,83.9,73.3,98.6,99.7,36.4,63.4,29.7336225021936,5.628859493733755,1.2582156515404863,0.0662218763968677,21.15027399301359,5.5999867556247205
Himachal Pradesh,Kinnaur,84121.0,19976.0,72.15677417054005,14750.0,48746.0,35.0,23.0,4.0,1.0,1.0,84.6,13.9,82.7,84.1,91.7,80.1,96.9,99.6,35.9,51.7,41.606733158188796,27.34156750395264,4.75505521807872,1.18876380451968,17.53426611666528,57.947480415116324
Himachal Pradesh,Kullu,437903.0,94807.0,70.26030878984615,122659.0,16822.0,99.0,23.0,5.0,4.0,1.0,92.7,16.5,87.0,88.1,80.2,81.2,94.3,99.2,26.8,52.8,22.60774646439965,5.252304734153454,1.1418053769898813,0.22836107539797626,28.01054114724037,3.8414900103447565
Himachal Pradesh,Lahul And Spiti,31564.0,6674.0,69.20859206691166,2235.0,25707.0,36.0,16.0,3.0,0.0,1.0,88.4,0.0,86.4,86.7,77.9,61.7,89.2,99.8,31.2,82.1,114.05398555316182,50.690660245849706,9.50449879609682,3.1681662653656066,7.080851603092131,81.44405018375365
Himachal Pradesh,Mandi,999777.0,219145.0,72.39084315802424,293739.0,12787.0,334.0,85.0,13.0,13.0,1.0,92.1,22.4,86.6,86.4,94.1,87.0,96.5,99.5,41.3,48.9,33.40744986131907,8.501895922790784,1.3002899646621198,0.10002230497400921,29.38045184076049,1.2789852137026558
Himachal Pradesh,Shimla,814010.0,184362.0,75.26222036584316,215777.0,8755.0,245.0,115.0,17.0,12.0,1.0,96.9,21.7,92.2,91.3,96.5,87.3,97.3,100.0,37.1,46.5,30.097910345081758,14.127590570140415,2.0884264321077137,0.12284861365339493,26.5079053082886,1.0755396125354726
Himachal Pradesh,Sirmaur,529855.0,98208.0,68.44230968849968,160745.0,11262.0,147.0,46.0,6.0,5.0,0.0,89.1,16.7,87.4,88.2,93.9,84.3,95.7,99.2,26.2,50.1,27.743439242811714,8.681620443328836,1.1323852752168047,0.0,30.33754517745421,2.125487161581942
Himachal Pradesh,Solan,580320.0,122425.0,73.85201268265784,164536.0,25645.0,182.0,42.0,7.0,7.0,1.0,96.5,20.9,90.2,86.8,92.6,81.8,96.5,99.2,41.9,47.5,31.36200716845878,7.237386269644334,1.2062310449407223,0.17231872070581747,28.352633030052388,4.419113592500689
Himachal Pradesh,Una,521173.0,110332.0,76.69526241766171,115491.0,8601.0,136.0,23.0,9.0,5.0,1.0,96.0,41.8,89.7,89.9,75.3,81.4,98.8,98.5,22.6,60.8,26.09498189660631,4.413121938396656,1.7268738019813,0.19187486688681107,22.1598202516247,1.650315730093462
Jammu And Kashmir,Anantnag,1078692.0,153640.0,50.57347231647217,1826.0,116006.0,139.0,65.0,5.0,0.0,0.0,100.0,44.1,90.5,98.1,83.3,84.7,99.3,98.7,7.3,74.3,12.885976719953426,6.025816451776781,0.46352434244436785,0.0,0.16927908986068313,10.754320973920265
Jammu And Kashmir,Bandipora,392232.0,58392.0,47.41556017866977,392.0,75374.0,71.0,27.0,3.0,0.0,1.0,96.6,23.8,92.8,93.7,90.3,66.8,89.8,99.0,9.1,73.7,18.101531746517367,6.883681086703788,0.7648534540781986,0.25495115135939955,0.09994085133288462,19.21668808256338
Jammu And Kashmir,Baramulla,1011629.0,153172.0,54.04639447860826,1476.0,38221.0,188.0,86.0,7.0,0.0,0.0,99.5,51.8,96.2,97.0,73.7,77.7,93.3,98.7,6.5,72.5,18.583887966833693,8.501140240147327,0.691953275360829,0.0,0.1459032906332262,3.7781637339380345
Jammu And Kashmir,Budgam,744234.0,102063.0,44.64321705270117,368.0,22820.0,136.0,70.0,9.0,0.0,1.0,100.0,49.6,96.5,98.5,92.5,77.0,95.8,99.5,5.2,73.9,18.273822480563908,9.405643923819659,1.2092970759196704,0.13436634176885226,0.04944681377093763,3.0662399191652088
Jammu And Kashmir,Doda,409936.0,79636.0,53.443220405136415,53408.0,39216.0,163.0,42.0,3.0,0.0,0.0,74.2,17.8,73.5,75.6,61.7,70.9,92.6,99.6,7.6,66.5,39.76230435970493,10.245501736856484,0.7318215526326061,0.0,13.02837516100074,9.566371336013427
Jammu And Kashmir,Ganderbal,297446.0,45361.0,48.168743234066014,117.0,61070.0,60.0,30.0,1.0,0.0,1.0,99.2,20.9,98.0,98.6,81.2,78.4,97.2,99.5,8.3,77.2,20.171728649906203,10.085864324953102,0.3361954774984367,0.3361954774984367,0.039334870867317094,20.53145781082953
Jammu And Kashmir,Jammu,1529958.0,314199.0,74.32458930245144,377991.0,69193.0,162.0,101.0,9.0,0.0,2.0,99.6,46.4,96.5,97.0,84.1,81.2,99.9,100.0,23.3,66.6,10.588525959536144,6.601488406871299,0.5882514421964524,0.13072254271032277,24.705972320808804,4.522542448877682
Jammu And Kashmir,Kathua,616435.0,119583.0,63.1378815284661,141224.0,53307.0,185.0,53.0,5.0,0.0,0.0,79.6,30.5,97.1,98.5,100.0,75.4,96.1,99.7,7.0,53.6,30.011274505827863,8.597824588156092,0.8111155271845368,0.0,22.909795842221808,8.647627081525222
Jammu And Kashmir,Kishtwar,230696.0,45209.0,46.60072129555779,14307.0,38149.0,87.0,26.0,1.0,0.0,1.0,84.2,15.5,91.6,94.1,91.6,59.6,86.8,88.8,16.4,84.8,37.71196726427853,11.270243090474045,0.43347088809515555,0.43347088809515555,6.201667995977391,16.53648090994209
Jammu And Kashmir,Kulgam,424483.0,73728.0,49.25638953739019,21.0,26525.0,118.0,45.0,3.0,0.0,1.0,99.3,45.8,98.9,99.6,98.1,80.5,96.4,99.8,4.2,77.0,27.79852196672187,10.601131258495629,0.7067420838997086,0.23558069463323622,0.00494719458729796,6.24877792514659
Jammu And Kashmir,Kupwara,870354.0,113929.0,50.51438839828391,1048.0,70352.0,233.0,63.0,7.0,0.0,1.0,97.4,25.0,97.1,99.0,93.2,67.7,88.0,99.3,10.4,73.5,26.770716283259457,7.238434016503629,0.804270446278181,0.11489577803974015,0.12041077538564769,8.0831477766518
Jammu And Kashmir,Poonch,476835.0,90261.0,54.88774943114495,556.0,176101.0,137.0,44.0,3.0,0.0,1.0,89.5,31.1,86.0,93.8,91.2,66.7,76.8,99.7,11.1,54.1,28.731112439313385,9.227510564451016,0.6291484475762057,0.20971614919206852,0.1166021789507901,36.93122358887246
Jammu And Kashmir,Pulwama,560440.0,86241.0,52.451288273499394,402.0,22607.0,97.0,47.0,3.0,0.0,1.0,98.6,73.5,97.8,98.1,88.8,91.6,98.0,99.1,9.9,73.2,17.307829562486617,8.386267932338876,0.5352936978088645,0.17843123260295482,0.07172935550638783,4.0337948754549995
Jammu And Kashmir,Rajouri,642415.0,130401.0,56.678159756543664,48157.0,232815.0,197.0,55.0,7.0,0.0,0.0,93.5,20.5,88.8,94.4,95.0,63.3,77.7,100.0,16.4,60.6,30.665535518317597,8.561443926433848,1.0896383179097624,0.0,7.496244639368632,36.24059214059447
Jammu And Kashmir,Ramban,283713.0,55490.0,43.72905013164712,13920.0,39772.0,85.0,31.0,3.0,0.0,1.0,83.4,4.9,80.4,91.7,78.9,48.9,73.4,97.4,9.2,59.7,29.959853795913475,10.926534913803739,1.057406604561652,0.35246886818721734,4.906366645166066,14.01839182554201
Jammu And Kashmir,Reasi,314667.0,56689.0,47.84168660838283,37757.0,88365.0,103.0,33.0,2.0,0.0,1.0,76.6,0.6,69.3,73.3,79.1,62.7,76.5,99.9,11.2,62.9,32.733016172652356,10.487277026189592,0.6355925470417934,0.3177962735208967,11.999033899328497,28.082067709674035
Jammu And Kashmir,Samba,312807.0,64071.0,71.57928051482224,89860.0,17186.0,82.0,21.0,3.0,0.0,1.0,92.5,22.6,97.9,99.0,90.9,78.8,95.4,99.8,19.0,62.4,26.214247123625753,6.7134047511724475,0.9590578215960641,0.3196859405320214,28.72697861620744,5.4941225739833195
Jammu And Kashmir,Shopian,266215.0,44411.0,51.27434592340777,43.0,21820.0,57.0,16.0,2.0,0.0,1.0,95.5,39.3,98.3,97.5,92.2,86.5,99.2,99.9,8.4,63.9,21.411265330653794,6.0101797419379075,0.7512724677422384,0.3756362338711192,0.016152358056458125,8.196382623067821
Jammu And Kashmir,Srinagar,1236829.0,191678.0,60.52445406761969,1068.0,8935.0,25.0,69.0,1.0,0.0,1.0,100.0,72.7,99.2,99.2,90.9,86.8,98.5,100.0,17.9,51.7,2.0212980129023492,5.578782515610484,0.08085192051609398,0.08085192051609398,0.08634985111118837,0.7224119098112997
Jammu And Kashmir,Udhampur,558201.0,99906.0,58.1276278616484,139255.0,56696.0,146.0,49.0,2.0,0.0,1.0,83.5,20.2,87.2,91.1,85.8,69.8,76.4,99.9,16.8,56.5,26.155452964075664,8.778199967395258,0.3582938762202146,0.1791469381101073,24.94710686652299,10.156914803090643
Jharkhand,Bokaro,2062330.0,394918.0,61.75151406418953,299227.0,255626.0,115.0,20.0,8.0,3.0,1.0,97.0,7.2,80.9,86.5,71.0,64.4,86.4,97.3,44.7,68.8,5.576217191235156,0.9697769028235055,0.38791076112940215,0.04848884514117527,14.509171665058455,12.39500952805807
Jharkhand,Chatra,1042886.0,182271.0,48.908605542695945,340553.0,45563.0,93.0,9.0,5.0,0.0,1.0,95.1,0.1,71.5,73.5,71.7,48.1,83.3,92.1,46.5,56.0,8.91756145925825,0.8629898186378953,0.479438788132164,0.09588775762643281,32.65486352295457,4.3689339007331585
Jharkhand,Deoghar,1492073.0,264347.0,53.18359088328788,190036.0,180962.0,180.0,8.0,7.0,1.0,1.0,97.2,12.8,61.3,72.3,54.5,41.6,90.8,95.6,53.8,70.2,12.063752912893671,0.5361667961286077,0.4691459466125317,0.06702084951607597,12.736374158637009,12.128226970128138
Jharkhand,Dhanbad,2684487.0,507064.0,64.15393332133849,437309.0,233119.0,140.0,33.0,9.0,0.0,0.0,97.6,13.5,78.8,83.6,66.1,67.6,88.9,98.5,45.7,63.8,5.215149114151046,1.2292851483356038,0.3352595859097101,0.0,16.290226028287712,8.683931045298413
Jharkhand,Dumka,1321442.0,275019.0,50.88448830898366,79614.0,571077.0,248.0,35.0,10.0,0.0,0.0,97.0,2.9,60.3,69.0,78.9,41.5,92.6,93.2,45.4,73.4,18.767376850440655,2.648621732925092,0.7567490665500264,0.0,6.02478201843138,43.216198667818944
Jharkhand,East Singhbum,2293919.0,476931.0,65.72590400968822,111414.0,653923.0,117.0,11.0,6.0,1.0,1.0,98.5,22.2,94.0,96.4,88.8,70.2,89.7,95.7,50.7,64.4,5.100441645934316,0.4795287017545083,0.26156111004791366,0.04359351834131894,4.856928252479708,28.506804294310307
Jharkhand,Garhwa,1322784.0,254697.0,49.4015651837337,319946.0,205874.0,179.0,17.0,11.0,1.0,1.0,98.1,0.9,84.0,88.2,77.2,54.1,92.5,85.0,55.3,62.7,13.532065703848852,1.2851682512035223,0.8315794566611026,0.0755981324237366,24.18732007644483,15.56368991460435
Jharkhand,Giridih,2445474.0,396521.0,51.256934238515726,325493.0,238188.0,181.0,10.0,7.0,0.0,1.0,90.4,11.1,70.7,76.7,70.6,59.2,87.6,96.5,52.4,64.7,7.401428107597955,0.4089186799777875,0.28624307598445126,0.040891867997778754,13.310016790200999,9.739952254654925
Jharkhand,Godda,1313551.0,253648.0,46.02173802159185,115567.0,279208.0,243.0,2.0,10.0,0.0,1.0,98.8,1.9,70.2,83.3,63.9,54.9,91.4,93.5,45.9,66.3,18.49947204181642,0.15225902915075243,0.7612951457537621,0.07612951457537621,8.798059610932503,21.25596950556164
Jharkhand,Gumla,1025213.0,188988.0,54.5954840603855,32459.0,706754.0,140.0,16.0,8.0,0.0,1.0,90.0,5.9,83.8,90.2,85.3,50.1,75.2,89.1,51.7,59.5,13.65569886452864,1.5606512988032732,0.7803256494016366,0.09754070617520458,3.1660737817409648,68.93728425215053
Jharkhand,Hazaribagh,1734495.0,304749.0,58.41752210297522,303515.0,121768.0,129.0,13.0,4.0,0.0,1.0,99.5,9.5,82.0,85.6,70.1,55.6,85.5,98.2,55.0,56.1,7.437323255472054,0.7494976924119124,0.23061467458828072,0.05765366864707018,17.498753239415507,7.020371923816442
Jharkhand,Jamtara,791042.0,155275.0,53.89246083014555,72885.0,240489.0,108.0,5.0,5.0,0.0,1.0,98.6,0.6,75.4,82.5,78.8,52.8,93.0,92.2,62.9,77.7,13.652878102553341,0.632077689933025,0.632077689933025,0.12641553798660501,9.213796486153706,30.40154631486065
Jharkhand,Khunti,531885.0,103700.0,53.50310687460635,24037.0,389626.0,65.0,8.0,4.0,0.0,1.0,99.8,5.5,73.8,80.1,71.9,55.2,68.6,92.9,58.2,70.0,12.220686802598307,1.5040845295505607,0.7520422647752804,0.1880105661938201,4.519209979600854,73.25380486383335
Jharkhand,Koderma,716259.0,116155.0,54.48434155801184,109003.0,6903.0,97.0,7.0,6.0,0.0,1.0,99.9,17.8,91.3,94.5,73.8,54.0,83.9,97.1,56.8,64.9,13.542587248467383,0.9773001107141411,0.8376858091835495,0.1396143015305916,15.218377709739075,0.9637575234656738
Jharkhand,Latehar,726978.0,133381.0,48.23832358063105,154910.0,331096.0,74.0,7.0,4.0,0.0,1.0,94.4,0.5,70.3,83.8,75.0,51.4,79.2,89.0,52.2,63.6,10.179125090442902,0.9628902112581124,0.5502229778617785,0.13755574446544463,21.30876037514203,45.54415676953085
Jharkhand,Lohardaga,461790.0,88638.0,56.239199636198265,15330.0,262734.0,121.0,10.0,5.0,0.0,1.0,99.2,4.0,84.1,92.1,88.2,67.7,78.4,99.2,58.9,61.7,26.20238636609714,2.1654864765369544,1.0827432382684772,0.21654864765369541,3.3196907685311507,56.89469239264601
Jharkhand,Pakur,900422.0,182317.0,39.19062395188034,28469.0,379054.0,171.0,24.0,7.0,2.0,1.0,85.8,0.7,64.6,74.2,69.4,38.3,88.6,91.7,52.5,79.7,18.991095286432362,2.6654168823062965,0.7774132573393365,0.11105903676276235,3.161739717599081,42.09737212107212
Jharkhand,Palamu,1939869.0,358754.0,52.81609222066026,536382.0,181208.0,343.0,16.0,13.0,1.0,1.0,96.8,13.2,74.9,83.4,80.9,46.3,94.9,95.8,55.8,61.0,17.681606335273155,0.8247979631614301,0.6701483450686618,0.05154987269758938,27.650423817278387,9.341249331784775
Jharkhand,Ramgarh,949443.0,179375.0,62.82599376687173,106356.0,201166.0,243.0,25.0,11.0,1.0,1.0,98.5,8.0,79.0,89.7,81.8,64.2,76.7,98.4,49.7,62.3,25.59395350747754,2.633122788835138,1.1585740270874607,0.10532491155340552,11.201936293173997,21.187791157552375
Jharkhand,Ranchi,2914253.0,569444.0,65.58912352496506,152943.0,1042016.0,54.0,8.0,4.0,1.0,1.0,98.2,12.6,87.3,94.7,73.8,77.2,86.3,99.3,43.9,58.9,1.8529619768770933,0.2745128854632731,0.13725644273163656,0.03431411068290914,5.248103030176172,35.755852357362244
Jharkhand,Sahebganj,1150567.0,227023.0,42.00216067382429,72341.0,308343.0,324.0,34.0,14.0,1.0,1.0,95.5,5.5,64.7,75.7,66.0,43.2,88.2,91.6,34.8,71.5,28.160028924869216,2.9550647637208436,1.216791373296818,0.08691366952120129,6.287421766833222,26.799221601175766
Jharkhand,Saraikela Kharsawan,1065056.0,221232.0,57.5550018027221,56195.0,374642.0,136.0,12.0,6.0,0.0,1.0,95.5,2.9,81.8,89.1,80.9,60.9,85.7,93.5,63.1,70.2,12.769281615239011,1.1267013189916772,0.5633506594958386,0.09389177658263978,5.276248385061442,35.175802962473334
Jharkhand,Simdega,599578.0,118288.0,57.28745884605506,44674.0,424407.0,192.0,13.0,6.0,0.0,1.0,95.6,0.9,75.7,78.1,79.3,71.3,66.7,84.1,60.6,70.6,32.02252250749694,2.168191628111772,1.0007038283592793,0.16678397139321324,7.4509071380204075,70.78428494707944
Jharkhand,West Singhbhum,1502338.0,302046.0,48.42858264917748,56986.0,1011296.0,155.0,7.0,6.0,1.0,1.0,89.4,3.6,67.9,70.1,87.0,37.7,79.3,83.3,46.7,72.6,10.317252176274579,0.4659404208640133,0.39937750359772567,0.06656291726628762,3.793154403336666,67.3148119797276
Karnataka,Bagalkote,1889752.0,361149.0,58.9184189248113,319149.0,97203.0,233.0,55.0,8.0,5.0,0.0,100.0,29.1,95.2,91.4,78.6,51.3,99.2,98.9,22.3,48.0,12.329660188215174,2.910434808376972,0.4233359721275596,0.0,16.888406521067314,5.143690812339397
Karnataka,Ballari,2754598.0,547679.0,58.10009300812678,591699.0,501714.0,350.0,92.0,13.0,7.0,1.0,99.8,31.9,95.7,96.0,71.5,64.1,94.7,98.9,25.7,58.1,12.706028248042001,3.339870282342469,0.4719381920701315,0.036302937851548575,21.48041202382344,18.213692161251842
Karnataka,Belagavi,4779661.0,983854.0,63.85457043920061,577418.0,297198.0,621.0,153.0,16.0,9.0,1.0,99.9,30.6,97.5,96.4,81.4,67.7,94.4,99.1,20.7,52.9,12.992553237562246,3.2010638411385237,0.33475177423670843,0.020921985889794277,12.080731248513231,6.217972362475079
Karnataka,Bengaluru Rural,1281006.0,286178.0,70.21731358010813,257417.0,56482.0,199.0,50.0,2.0,4.0,0.0,100.0,46.3,100.0,97.9,92.7,88.8,97.9,99.2,34.9,44.2,15.534665723657811,3.903182342627591,0.15612729370510364,0.0,20.09490978184333,4.409190901525832
Karnataka,Bengaluru Urban,9621551.0,2393845.0,78.07759892349996,1198385.0,190239.0,279.0,203.0,11.0,4.0,0.0,100.0,32.8,99.3,94.4,78.2,90.4,99.2,98.8,28.8,35.5,2.899740384892207,2.109846946713685,0.11432668184162824,0.0,12.455216419889059,1.977217602442683
Karnataka,Bidar,1703300.0,319937.0,61.21487700346386,399785.0,235822.0,275.0,58.0,8.0,4.0,1.0,99.9,19.4,99.0,91.7,74.8,56.5,98.9,98.8,21.4,55.9,16.14513004168379,3.405154699700581,0.46967651030352847,0.05870956378794106,23.471202958962014,13.845006751599836
Karnataka,Chamarajanagara,1020791.0,244874.0,55.37656582003564,259445.0,120219.0,310.0,72.0,7.0,5.0,1.0,99.8,34.3,100.0,96.7,93.3,75.2,99.9,98.7,34.4,46.3,16.993616064898287,4.425927866487981,0.38283941465767696,0.05184538462017034,25.416074397207655,11.777043488823862
Karnataka,Chikkaballapura,1255104.0,284698.0,62.4029562490439,312565.0,156487.0,203.0,61.0,2.0,5.0,1.0,100.0,46.9,99.0,97.5,76.6,84.9,98.1,99.9,26.1,45.5,16.173958492682676,4.8601550150425785,0.15934934475549437,0.07967467237774718,24.90351397175055,12.468050456376524
Karnataka,Chikkamagaluru,1137961.0,276085.0,71.91327295047897,253651.0,44970.0,367.0,91.0,5.0,6.0,1.0,99.9,50.4,98.4,98.7,91.0,92.3,95.7,99.3,30.0,40.8,32.250665883980204,7.996759115646318,0.43938236899155597,0.08787647379831119,22.28995545541543,3.9518050267100544
Karnataka,Chitradurga,1659456.0,357003.0,65.52701608237881,389117.0,302554.0,343.0,86.0,11.0,5.0,1.0,99.9,45.6,98.3,95.1,94.6,63.1,97.8,99.8,35.3,44.6,20.66942419684523,5.182421227197347,0.6628678313857072,0.0602607119441552,23.448467449573837,18.23211944155193
Karnataka,Dakshina Kannada,2089649.0,439733.0,79.74176524382803,148178.0,82268.0,430.0,77.0,8.0,4.0,2.0,100.0,36.5,100.0,91.9,86.8,97.1,88.6,99.8,36.3,38.8,20.577618537850135,3.684829366080141,0.38283941465767696,0.09570985366441924,7.0910473481431575,3.936929120632221
Karnataka,Davangere,1643494.0,351615.0,68.73995280785935,318305.0,182804.0,268.0,90.0,4.0,4.0,0.0,99.9,28.4,98.3,88.1,79.4,83.3,97.5,98.8,25.2,51.7,16.306722141973136,5.476138032752173,0.24338391256676326,0.0,19.367579072390896,11.122888188213647
Karnataka,Dharwad,1847023.0,382700.0,70.47362160622797,177855.0,87548.0,185.0,53.0,0.0,3.0,0.0,100.0,35.1,99.7,99.0,87.6,79.3,87.9,99.4,24.5,52.1,10.01611782852731,2.869482404929446,0.0,0.0,9.62927911563635,4.739951803523833
Karnataka,Gadag,1064570.0,219096.0,65.77087462543562,174196.0,61654.0,190.0,42.0,2.0,4.0,2.0,99.8,35.5,96.2,98.2,74.3,55.2,95.5,98.6,28.3,50.5,17.84758165268606,3.9452548916463925,0.18786928055459012,0.18786928055459012,16.36303859774369,5.791446311656349
