state,district,population,households,literacy_rate_pct,sc_population,st_population,sub_centres,phcs,chcs,sub_divisional_hospitals,district_hospitals,institutional_delivery_pct_hmis,csection_rate_pct,institutional_births_pct,skilled_birth_attendance_pct,child_immunization_pct,sanitation_pct,drinking_water_pct,electricity_pct,health_insurance_pct,women_anaemia_pct,sub_centres_per_lakh,phcs_per_lakh,chcs_per_lakh,district_hospitals_per_lakh,sc_population_pct,st_population_pct,sub_centres_per_lakh_scaled,phcs_per_lakh_scaled,chcs_per_lakh_scaled,district_hospitals_per_lakh_scaled,institutional_delivery_pct_hmis_scaled,csection_rate_pct_scaled,institutional_births_pct_scaled,skilled_birth_attendance_pct_scaled,child_immunization_pct_scaled,sanitation_pct_scaled,drinking_water_pct_scaled,electricity_pct_scaled,health_insurance_pct_scaled,literacy_rate_pct_scaled,women_anaemia_pct_scaled,healthcare_access_score,coverage_tier
Goa,South Goa,806367.0,190194.0,78.9077430003956,9768.0,120268.0,105.0,15.0,2.0,2.0,1.0,99.9,46.8,100.0,100.0,0.0,88.2,99.0,100.0,67.7,37.6,13.021366201741886,1.8601951716774128,0.2480260228903216,0.1240130114451608,1.211359095796331,14.9147968604866,0.11416844521993914,0.03669700024926616,0.013124917066298595,0.0176594528297909,0.9986130374479889,0.6248331108144192,1.0,1.0000000000000002,0.0,0.8345120226308346,0.9829931972789117,1.0,0.6884057971014492,0.8360746091580138,0.7111959287531806,0.5905518345700062,Well Covered
Gujarat,Ahmadabad,7059056.0,1481600.0,75.70964162913569,748211.0,88927.0,211.0,120.0,16.0,3.0,0.0,99.9,27.7,94.5,95.3,65.2,86.4,98.7,99.5,36.2,63.7,2.9890682266864013,1.6999440151771,0.2266592020236133,0.0,10.599306762830611,1.2597576786471163,0.026207485974202662,0.03353564555940624,0.011994238323084558,0.0,0.9986130374479889,0.36982643524699593,0.9300254452926209,0.9319826338639654,0.652,0.8090523338048091,0.9778911564625852,0.9841772151898733,0.36231884057971014,0.7827414366041396,0.3791348600508905,0.5499667176266848,Adequate
Gujarat,Amreli,1512933.0,294630.0,65.76814703625342,133076.0,7289.0,248.0,44.0,12.0,3.0,0.0,98.3,13.6,90.1,81.2,60.1,73.3,97.8,99.6,47.7,50.0,16.392001496431106,2.90825833001197,0.7931613627305373,0.0,8.79589512556075,0.4817794310785738,0.14372142645370875,0.05737266620531114,0.04197211641229321,0.0,0.9764216366158114,0.1815754339118825,0.8740458015267176,0.7279305354558612,0.601,0.6237623762376238,0.9625850340136055,0.9873417721518987,0.4813664596273292,0.6169519931141987,0.5534351145038168,0.5219654910820039,Underserved
Gujarat,Anand,2078654.0,424817.0,74.09636235756409,103498.0,24662.0,248.0,50.0,11.0,2.0,1.0,99.9,18.0,96.0,95.2,77.0,82.1,99.7,98.0,36.2,66.4,18.267420421027506,3.288135675784951,0.684106830122592,0.0328747092231969,4.9790874286918365,1.1864408410442526,0.16016468282480897,0.06486669654404761,0.03620122318301226,0.004681358593383238,0.9986130374479889,0.24032042723631505,0.9491094147582697,0.9305354558610712,0.77,0.7482319660537481,0.9948979591836735,0.9367088607594938,0.36231884057971014,0.7558375671578688,0.34478371501272254,0.553151413679741,Adequate
Gujarat,Arvalli,1023515.0,203227.0,65.51569835322394,60952.0,210785.0,219.0,38.0,10.0,1.0,0.0,100.0,9.4,92.2,93.0,77.0,56.3,98.5,96.5,43.9,77.3,21.39685300166583,3.712695954626947,0.9770252512176176,0.0,5.955164311221624,20.594226757790555,0.1876028522623834,0.07324220944490309,0.051701733731308284,0.0,1.0,0.12550066755674233,0.9007633587786261,0.8986975397973953,0.77,0.38330975954738333,0.9744897959183674,0.8892405063291138,0.44202898550724634,0.6127420298860144,0.20610687022900764,0.5010284205992329,Underserved
Gujarat,Banas Kantha,3120506.0,560411.0,54.63610709288814,327460.0,284155.0,759.0,125.0,26.0,4.0,0.0,99.8,11.6,92.9,92.7,43.5,53.9,93.6,91.1,41.0,60.0,24.32297838876131,4.005760604209702,0.833198205675618,0.0,10.493810939636072,9.106055235913663,0.21325846940635057,0.0790236423195469,0.04409076604883952,0.0,0.9972260748959778,0.15487316421895858,0.9096692111959288,0.8943560057887123,0.435,0.3493635077793493,0.8911564625850339,0.7183544303797467,0.41200828157349895,0.4313084070441841,0.42620865139949105,0.4637264716423745,Critical
Gujarat,Bharuch,1544804.0,332108.0,72.12028192573298,62049.0,485304.0,241.0,46.0,9.0,1.0,1.0,99.8,18.1,91.1,92.1,80.0,77.7,97.2,98.2,37.4,71.8,15.6006846175955,2.9777240348937477,0.582598180740081,0.0647331311933423,4.016626057415698,31.4152475006538,0.13678333590827343,0.0587430508983664,0.030829639229313237,0.009217997881931943,0.9972260748959778,0.24165554072096126,0.88676844783715,0.8856729377713459,0.8,0.6859971711456859,0.9523809523809526,0.9430379746835444,0.3747412008281573,0.722883440187946,0.27608142493638677,0.5334679459537328,Adequate
Gujarat,Bhavnagar,2401917.0,449825.0,65.8170536284143,125955.0,8081.0,299.0,65.0,13.0,2.0,0.0,99.7,22.1,94.2,96.0,74.3,72.9,95.1,96.9,32.2,49.4,12.44839018167572,2.7061717786251567,0.5412343557250313,0.0,5.24393640579587,0.3364396022010752,0.10914471880400346,0.053386003762827774,0.02864076901907935,0.0,0.9958391123439667,0.29506008010680906,0.9262086513994912,0.942112879884226,0.743,0.6181046676096181,0.9166666666666665,0.9018987341772156,0.32091097308488614,0.6177675844341544,0.5610687022900763,0.535320636238868,Adequate
Gujarat,Botad,653814.0,121238.0,62.756227306236944,43814.0,1295.0,95.0,19.0,5.0,0.0,1.0,99.3,9.5,93.5,74.5,65.1,72.0,99.2,99.3,38.0,58.8,14.530126305034765,2.906025261006953,0.7647434897386719,0.1529486979477343,6.701294251882034,0.198068563842316,0.12739691852558815,0.057328613336514664,0.040468313618246175,0.021779894587757365,0.9902912621359223,0.1268357810413885,0.9173027989821882,0.6309696092619395,0.6509999999999999,0.6053748231966053,0.9863945578231292,0.9778481012658227,0.38095238095238093,0.5667236807401903,0.44147582697201015,0.5014761708293122,Underserved
Gujarat,Chhotaudepur,1071831.0,200614.0,47.38405588194408,25279.0,856862.0,310.0,51.0,12.0,0.0,1.0,94.7,4.3,85.7,88.3,81.7,53.0,97.4,95.3,40.0,78.9,28.922470053581208,4.758212815266586,1.119579485945079,0.0932982904954232,2.3584874854338045,79.94375979048935,0.2535857902142326,0.09386764331317157,0.05924534744749872,0.013285676566548263,0.926490984743412,0.057409879839786376,0.8180661577608144,0.8306801736613605,0.8170000000000001,0.3366336633663366,0.9557823129251701,0.8512658227848102,0.4016563146997929,0.3103694955767093,0.18575063613231535,0.4607393266021306,Critical
Gujarat,Dang,228291.0,44699.0,61.749258621671466,992.0,216073.0,68.0,10.0,3.0,0.0,1.0,90.7,4.0,74.5,77.1,91.3,71.7,91.2,95.9,44.3,77.2,29.7865443666198,4.380374171561734,1.3141122514685206,0.4380374171561734,0.4345331178189241,94.64805883718589,0.261161801774441,0.08641383146948411,0.06953953506708545,0.06237652820303909,0.8710124826629682,0.05340453938584779,0.6755725190839696,0.6685962373371925,0.913,0.6011315417256012,0.8503401360544218,0.8702531645569622,0.4461697722567287,0.5499309564404222,0.20737913486005077,0.47908547872521434,Underserved
Gujarat,Devbhumi Dwarka,728450.0,138480.0,58.612808017022445,50186.0,9621.0,248.0,50.0,11.0,2.0,1.0,99.3,18.2,94.8,91.7,73.3,73.4,93.9,98.7,33.5,48.8,18.267420421027506,3.288135675784951,0.684106830122592,0.0328747092231969,6.88942274692841,1.3207495366874873,0.16016468282480897,0.06486669654404761,0.03620122318301226,0.004681358593383238,0.9902912621359223,0.24299065420560745,0.9338422391857506,0.8798842257597688,0.733,0.6251768033946253,0.8962585034013606,0.9588607594936711,0.3343685300207039,0.4976259035713351,0.5687022900763359,0.5284610088260222,Underserved
Gujarat,Dohad,2113353.0,332111.0,47.37845499545036,41366.0,1568470.0,637.0,99.0,20.0,2.0,0.0,99.9,2.0,92.5,93.2,66.2,35.9,91.0,89.3,40.3,75.1,30.141675337721622,4.684498992832716,0.9463634328954984,0.0,1.957363488257759,74.2171326796801,0.2642755112110682,0.0924134538811074,0.050079186960247546,0.0,0.9986130374479889,0.026702269692923896,0.9045801526717558,0.9015918958031841,0.662,0.09476661951909482,0.846938775510204,0.6613924050632911,0.4047619047619047,0.31027609233173764,0.23409669211195927,0.4301658664644312,Critical
Gujarat,Gandhinagar,1395144.0,290697.0,74.02891744508094,108641.0,18204.0,172.0,36.0,9.0,1.0,0.0,100.0,34.0,97.8,89.3,77.7,84.6,99.7,97.8,29.7,68.8,12.328476487014958,2.5803787996077823,0.6450946999019456,0.0,7.787081476894141,1.304811546335002,0.1080933421767056,0.05090442276926252,0.03413679878206121,0.0,1.0,0.4539385847797062,0.9720101781170483,0.845151953690304,0.777,0.7835926449787834,0.9948979591836735,0.9303797468354431,0.29503105590062106,0.7547128213359662,0.31424936386768443,0.5542732581611507,Adequate
Gujarat,Gir Somnath,1210749.0,214924.0,63.03635187805234,113309.0,17561.0,174.0,33.0,7.0,1.0,1.0,98.3,16.2,87.1,91.8,69.9,74.3,98.2,99.5,46.6,49.9,14.371269354754784,2.72558556728108,0.5781545142717442,0.0825935020388206,9.358587122516724,1.4504244893037286,0.1260040960870778,0.0537689892785375,0.03059449150897503,0.011761314690328054,0.9764216366158114,0.21628838451268353,0.8358778625954197,0.881331403762663,0.6990000000000001,0.637906647807638,0.9693877551020409,0.9841772151898733,0.46997929606625255,0.5713951812309097,0.55470737913486,0.5345734435722046,Adequate
Gujarat,Jamnagar,1409060.0,287842.0,67.74707961335926,121923.0,14519.0,210.0,45.0,9.0,0.0,0.0,98.2,24.5,96.5,96.2,78.4,86.6,99.7,98.9,38.6,50.2,14.90355272309199,3.1936184406625694,0.6387236881325139,0.0,8.652789803131165,1.0304032475551077,0.13067103837546545,0.06300210778817084,0.03379966076675231,0.0,0.9750346740638003,0.32710280373831774,0.9554707379134861,0.9450072358900148,0.784,0.8118811881188118,0.9948979591836735,0.9651898734177218,0.38716356107660455,0.6499536839160414,0.5508905852417302,0.571604340632706,Adequate
Gujarat,Junagadh,1525690.0,311085.0,70.48640287345398,151890.0,38007.0,237.0,46.0,9.0,1.0,0.0,99.8,29.8,97.4,97.7,93.5,81.7,97.0,99.3,47.3,58.8,15.533955128499237,3.0150292654471094,0.5898970301961735,0.0,9.955495546277422,2.491135158518441,0.13619826657665277,0.05947898983410785,0.031215876095406013,0.0,0.9972260748959778,0.3978638184245661,0.9669211195928755,0.9667149059334301,0.935,0.7425742574257427,0.9489795918367347,0.9778481012658227,0.47722567287784673,0.695636038273032,0.44147582697201015,0.5849572360002803,Well Covered
Gujarat,Kachchh,2092371.0,445672.0,59.851670664523645,258859.0,24228.0,442.0,77.0,16.0,3.0,0.0,99.6,8.3,97.4,97.6,70.2,85.8,96.8,99.2,34.3,57.5,21.124360832758622,3.680035710684195,0.7646827450772354,0.0,12.371563169246754,1.1579208467332036,0.18521370147922034,0.07259790448252246,0.04046509916262461,0.0,0.9944521497919556,0.11081441922563418,0.9669211195928755,0.9652677279305355,0.7020000000000001,0.8005657708628006,0.945578231292517,0.9746835443037978,0.3426501035196687,0.5182858100844614,0.4580152671755725,0.5385007232602791,Adequate
Gujarat,Kheda,2067860.0,420726.0,72.58624858549419,99653.0,37472.0,316.0,58.0,14.0,2.0,1.0,100.0,3.9,95.2,88.4,69.0,63.3,97.7,96.9,32.2,76.1,15.281498747497414,2.804832048591297,0.6770284255220373,0.048359173251574,4.819136692039113,1.8121149400829848,0.13398478512944678,0.05533232423858481,0.03582665170756241,0.006886346271024138,1.0,0.052069425901201595,0.9389312977099238,0.8321273516642549,0.6900000000000001,0.4823196605374823,0.9608843537414966,0.9018987341772156,0.32091097308488614,0.7306541382942435,0.22137404580152675,0.49088000588392333,Underserved
Gujarat,Mahesana,2040611.0,425584.0,73.8213701680526,162796.0,9393.0,295.0,63.0,13.0,3.0,1.0,100.0,29.3,97.3,91.6,79.6,72.1,97.0,97.7,40.7,69.3,14.456454463883611,3.087310614320907,0.6370640950185998,0.0490049303860461,7.977806647126767,0.4603033111161314,0.1267509801938951,0.06090492014401569,0.03371183924814676,0.006978302086972965,1.0,0.3911882510013351,0.9656488549618321,0.8784370477568741,0.7959999999999999,0.6067892503536066,0.9489795918367347,0.9272151898734178,0.40890269151138714,0.751251656896867,0.3078880407124681,0.5473764411051703,Adequate
Gujarat,Mahisagar,994624.0,191713.0,62.69313831156296,50862.0,350217.0,225.0,36.0,8.0,1.0,1.0,99.8,13.4,93.0,92.7,80.0,44.4,94.8,95.2,46.0,72.5,22.62161379576604,3.6194582073225674,0.8043240460716813,0.1005405057589601,5.113691203912232,35.21099430538575,0.19834128273598872,0.07140286178495595,0.0425628177079982,0.01431696802007592,0.9972260748959778,0.1789052069425901,0.910941475826972,0.8943560057887123,0.8,0.21499292786421498,0.91156462585034,0.8481012658227849,0.46376811594202894,0.565671576429353,0.26717557251908386,0.49195511854207186,Underserved
Gujarat,Morbi,970548.0,189782.0,66.79381133133035,66449.0,5095.0,198.0,35.0,5.0,2.0,1.0,99.3,15.1,94.8,96.4,64.2,80.1,98.3,99.9,34.4,50.7,20.400845707785702,3.6062100998611095,0.5151728714087299,0.1030345742817459,6.846544426447738,0.5249611559654959,0.17887008164459667,0.07114150974501003,0.027261660422771467,0.014672123377720616,0.9902912621359223,0.2016021361815754,0.9338422391857506,0.9479015918958034,0.642,0.7199434229137199,0.9710884353741496,0.9968354430379751,0.3436853002070393,0.6340564949674765,0.5445292620865139,0.5478480642117349,Adequate
Gujarat,Narmada,590297.0,122174.0,62.73723227460075,8733.0,481392.0,174.0,28.0,3.0,2.0,1.0,96.6,5.7,81.7,84.2,82.8,54.6,96.8,92.7,51.1,75.9,29.476687159175803,4.743374945154727,0.5082187441237208,0.1694062480412402,1.4794247641441511,81.55081255706872,0.25844504263672924,0.09357492923053987,0.026893665392167,0.024123449721072603,0.9528432732316228,0.07610146862483311,0.7671755725190841,0.7713458755426919,0.828,0.35926449787835935,0.945578231292517,0.768987341772152,0.5165631469979296,0.5664069098870137,0.22391857506361312,0.4786147986526883,Underserved
Gujarat,Navsari,1329672.0,295131.0,75.35008633708162,35464.0,639659.0,296.0,50.0,11.0,3.0,1.0,100.0,26.6,99.3,99.1,95.0,80.1,97.4,98.7,42.0,68.7,22.261129060399856,3.760325854797273,0.8272716880554002,0.0752065170959454,2.66712392229061,48.10652551907538,0.19518063268401697,0.07418182830051319,0.043777149552671646,0.010709408034462626,1.0,0.35514018691588783,0.9910941475826973,0.9869753979739508,0.9500000000000001,0.7199434229137199,0.9557823129251701,0.9588607594936711,0.42236024844720493,0.7767453088371752,0.31552162849872767,0.5837514954773246,Well Covered
Gujarat,Panch Mahals,1642268.0,303816.0,60.133364347353776,66529.0,374413.0,300.0,54.0,12.0,1.0,1.0,99.7,5.1,88.4,84.2,95.4,58.9,91.0,95.5,34.0,69.8,18.267420421027506,3.288135675784951,0.7306968168411002,0.060891401403425,4.051044043968463,22.79853227366057,0.16016468282480897,0.06486669654404761,0.03866664880518893,0.00867093555984772,0.9958391123439667,0.06809078771695593,0.8524173027989823,0.7713458755426919,0.9540000000000001,0.42008486562942005,0.846938775510204,0.8575949367088609,0.33954451345755693,0.522983477872208,0.3015267175572519,0.48018235525813274,Underserved
Gujarat,Patan,1343164.0,267512.0,62.36222829081185,123403.0,13303.0,326.0,55.0,14.0,2.0,0.0,99.9,8.7,98.6,97.1,81.0,73.1,99.4,98.3,50.2,59.8,24.271049551655643,4.094808973438835,1.0423150114207944,0.0,9.187485668168591,0.9904226140664878,0.21280316890234968,0.08078034402351461,0.0551567046168599,0.0,0.9986130374479889,0.11615487316421894,0.9821882951653944,0.9580318379160637,0.81,0.6209335219236208,0.989795918367347,0.9462025316455693,0.5072463768115942,0.5601531518430889,0.42875318066157764,0.5511208628326126,Adequate
Gujarat,Porbandar,584704.0,124373.0,67.221021234676,51749.0,13033.0,84.0,17.0,4.0,0.0,1.0,99.7,29.7,100.0,96.0,82.9,85.7,96.2,99.8,42.1,47.6,14.36624343257443,2.907454028021016,0.684106830122592,0.171026707530648,8.850461088003502,2.2289910792469354,0.12596002991827204,0.05735679933778459,0.03620122318301226,0.024354203152364275,0.9958391123439667,0.3965287049399199,1.0,0.942112879884226,0.8290000000000001,0.7991513437057992,0.935374149659864,0.9936708860759493,0.42339544513457555,0.6411808656008193,0.5839694656488549,0.5856063405723604,Well Covered
Gujarat,Rajkot,3041852.0,636589.0,72.54961779863058,237359.0,19288.0,347.0,82.0,12.0,5.0,1.0,99.5,20.1,99.3,100.0,84.9,85.4,99.5,99.6,45.1,60.5,11.407524100449333,2.695726156302148,0.394496510678363,0.0328747092231969,7.803108106508798,0.6340873914970222,0.10001863630738411,0.053179937748450624,0.020875769103822276,0.004681358593383238,0.9930651872399445,0.2683578104138852,0.9910941475826973,1.0000000000000002,0.8490000000000001,0.7949080622347949,0.9914965986394557,0.9873417721518987,0.45445134575569357,0.7300432645758126,0.41984732824427473,0.5772240812394333,Well Covered
Gujarat,Sabar Kantha,1405074.0,278187.0,64.63510106940987,126733.0,331371.0,281.0,49.0,12.0,2.0,0.0,98.9,24.7,89.4,83.0,88.5,61.0,90.7,95.3,49.3,67.3,19.998946674694714,3.48736080804285,0.8540475448268205,0.0,9.019667291544788,23.583882414734028,0.17534632023335112,0.06879691034066532,0.045194060953373284,0.0,0.984743411927878,0.3297730307076101,0.8651399491094149,0.7539797395079597,0.885,0.4497878359264498,0.8418367346938775,0.8512658227848102,0.49792960662525876,0.5980567396353098,0.33333333333333326,0.5120122330519528,Underserved
Gujarat,Surat,6081322.0,1333200.0,75.17131965714033,158115.0,856952.0,358.0,102.0,20.0,2.0,0.0,99.7,25.5,97.7,98.8,92.8,82.0,98.9,99.3,31.6,69.0,5.886877886091216,1.6772668837466589,0.3288758595581684,0.0,2.60001032670199,14.091541280004575,0.05161483711016199,0.03308828244911221,0.017403288298169377,0.0,0.9958391123439667,0.3404539385847797,0.9707379134860052,0.9826338639652679,0.9279999999999999,0.7468175388967467,0.9812925170068028,0.9778481012658227,0.3146997929606625,0.7737641043406973,0.31170483460559795,0.5617265416875861,Adequate
Gujarat,Surendranagar,1553936.0,304725.0,62.26060790148371,166151.0,21120.0,348.0,56.0,12.0,2.0,1.0,99.5,11.5,85.6,83.6,62.5,63.8,96.9,99.4,50.4,55.6,22.394744699910422,3.60375202067524,0.7722325758589801,0.064352714654915,10.692267892628784,1.3591293335118049,0.19635214491888128,0.0710930179878708,0.040864617333017585,0.009163826566859896,0.9930651872399445,0.1535380507343124,0.8167938931297709,0.7626628075253257,0.625,0.4893917963224894,0.9472789115646261,0.9810126582278484,0.5093167701863354,0.5584584783071795,0.4821882951653943,0.5090786970139904,Underserved
Gujarat,Tapi,807022.0,177091.0,60.7215168855372,8168.0,679320.0,241.0,39.0,6.0,2.0,1.0,99.6,11.3,92.9,85.2,97.5,70.2,99.0,97.6,42.3,77.4,29.86287858323565,4.8325820113949804,0.7434741555992278,0.1239123592665379,1.012116150489082,84.17614389694457,0.2618310832225695,0.09533476162979447,0.039342793628922144,0.017645119959555,0.9944521497919556,0.15086782376502003,0.9096692111959288,0.7858176555716354,0.975,0.57991513437058,0.9829931972789117,0.9240506329113924,0.4254658385093167,0.5327918101185927,0.20483460559796418,0.5253341211701427,Underserved
Gujarat,Vadodara,3093795.0,676492.0,77.09634930562626,196350.0,293039.0,242.0,77.0,10.0,0.0,1.0,99.8,31.4,95.9,95.2,84.9,85.6,99.5,97.3,41.7,72.3,7.82210844609937,2.488852687395254,0.3232276217396433,0.0323227621739643,6.346574352857898,9.471829904696335,0.06858250860907793,0.04909884139058987,0.017104397673407577,0.004602761333572516,0.9972260748959778,0.4192256341789051,0.9478371501272267,0.9305354558610712,0.8490000000000001,0.7977369165487976,0.9914965986394557,0.9145569620253164,0.4192546583850932,0.8058668823628892,0.26972010178117045,0.5654563295875034,Adequate
Gujarat,Valsad,1705678.0,364403.0,68.63294244282918,38237.0,902794.0,363.0,58.0,10.0,2.0,0.0,99.7,12.3,96.5,98.5,91.1,85.3,98.0,98.6,40.6,75.7,21.28185976485597,3.400407345348888,0.586277128508429,0.0,2.24174785627768,52.92874739546386,0.18659461711608719,0.06708153590537018,0.031024319947844794,0.0,0.9958391123439667,0.16421895861148197,0.9554707379134861,0.9782923299565849,0.9109999999999999,0.7934936350777934,0.9659863945578231,0.9556962025316453,0.4078674948240166,0.6647267850965612,0.2264631043256996,0.5535836818805574,Adequate
Haryana,Ambala,1128350.0,224334.0,72.49745203172775,296246.0,0.0,106.0,22.0,4.0,2.0,1.0,100.0,31.1,97.8,91.0,79.3,87.2,99.3,99.6,19.0,46.1,9.394248238578456,1.9497496344219436,0.3544999335312624,0.0886249833828156,26.2547968272256,0.0,0.08236668094513623,0.03846368591305889,0.018759250232640582,0.012620197633712941,1.0,0.4152202937249666,0.9720101781170483,0.8697539797395082,0.793,0.8203677510608204,0.9880952380952381,0.9873417721518987,0.18426501035196688,0.7291733215925675,0.6030534351145037,0.5676327196448712,Adequate
Haryana,Bhiwani,1132169.0,215501.0,64.75234704359508,251736.0,0.0,139.0,26.0,6.0,3.0,1.0,99.4,11.8,97.7,97.8,72.5,89.7,97.5,100.0,28.2,66.4,12.27731902216012,2.296476939396857,0.52995621678389,0.0883260361306483,22.23484303138489,0.0,0.1076448048931839,0.04530374882195149,0.028043958101661506,0.012577627545004317,0.9916782246879334,0.157543391188251,0.9707379134860052,0.9681620839363243,0.725,0.8557284299858557,0.957482993197279,1.0,0.2795031055900621,0.6000119934082704,0.34478371501272254,0.5362801326569671,Adequate
Haryana,Charki Dadri,502276.0,95879.0,67.04779842158494,89426.0,0.0,76.0,12.0,3.0,0.0,1.0,99.7,1.5,98.9,99.7,84.2,90.4,97.3,99.5,29.7,72.6,15.131123127523512,2.389124704345818,0.5972811760864545,0.1990937253621514,17.80415548423576,0.0,0.13266632511032006,0.04713145760498212,0.03160662663555496,0.02835094649157036,0.9958391123439667,0.02002670226969292,0.9860050890585244,0.9956584659913172,0.8420000000000001,0.8656294200848657,0.9540816326530612,0.9841772151898733,0.29503105590062106,0.6382921134606039,0.26590330788804073,0.5388266313788662,Adequate
Haryana,Faridabad,1809733.0,358919.0,70.32744609287668,223799.0,0.0,61.0,25.0,8.0,1.0,1.0,94.3,15.9,92.5,93.9,69.5,84.2,97.9,100.0,32.8,54.2,3.3706629651998385,1.381419248032721,0.4420541593704706,0.0552567699213088,12.366409851618997,0.0,0.0295532238426577,0.0272519482155655,0.02339240097848688,0.007868564036794373,0.9209431345353676,0.21228304405874499,0.9045801526717558,0.9117221418234445,0.6950000000000001,0.777934936350778,0.9642857142857144,1.0,0.3271221532091097,0.6929851937803206,0.4999999999999999,0.5329948405192494,Adequate
Haryana,Fatehabad,942011.0,180637.0,59.19017930788494,284357.0,0.0,131.0,21.0,5.0,1.0,1.0,99.6,24.0,97.9,97.9,90.7,87.3,99.8,99.8,29.4,62.3,13.906419351791008,2.2292733312031388,0.5307793645721759,0.1061558729144351,30.18616555433005,0.0,0.12192839456109207,0.04397798964130992,0.02808751702474812,0.015116596303015557,0.9944521497919556,0.32042723631508674,0.9732824427480917,0.9696092619392187,0.907,0.8217821782178217,0.9965986394557822,0.9936708860759493,0.29192546583850926,0.5072544422286609,0.3969465648854962,0.5588039843351159,Adequate
Haryana,Gurugram,1514432.0,326428.0,73.3684972319655,197937.0,0.0,80.0,29.0,3.0,2.0,1.0,99.4,28.7,96.7,97.2,58.7,84.5,99.7,99.4,34.6,67.5,5.282508557663864,1.9149093521531504,0.1980940709123948,0.0660313569707982,13.0700487047289,0.0,0.046315861142806176,0.03777637424460127,0.010482642997506654,0.009402865232641664,0.9916782246879334,0.3831775700934579,0.9580152671755726,0.9594790159189583,0.5870000000000001,0.7821782178217821,0.9948979591836735,0.9810126582278484,0.34575569358178054,0.7436993164168662,0.3307888040712468,0.5441106980531117,Adequate
Haryana,Hisar,1743931.0,335608.0,63.89650737328484,408785.0,0.0,198.0,31.0,10.0,2.0,1.0,99.5,22.4,98.2,98.8,85.5,89.1,99.3,99.7,27.9,63.8,11.353660207886666,1.7775932648711446,0.5734171822164982,0.0573417182216498,23.440434283237124,0.0,0.09954636966714854,0.035067471132745505,0.030343803739941545,0.008165460674762932,0.9930651872399445,0.29906542056074764,0.9770992366412214,0.9826338639652679,0.855,0.8472418670438472,0.9880952380952381,0.990506329113924,0.2763975155279503,0.5857395737703885,0.37786259541984735,0.5563886621728652,Adequate
Haryana,Jhajjar,958405.0,185334.0,70.5433506711672,170448.0,0.0,134.0,29.0,6.0,2.0,1.0,99.3,7.9,97.2,97.2,90.9,91.7,96.6,99.8,27.0,60.1,13.981563117888577,3.0258606747669305,0.6260401396069512,0.1043400232678252,17.78454828595427,0.0,0.12258723840362086,0.059692666461464615,0.03312847908765084,0.014858019313338309,0.9902912621359223,0.1054739652870494,0.9643765903307888,0.9594790159189583,0.909,0.8840169731258841,0.9421768707482994,0.9936708860759493,0.26708074534161486,0.6965857288454751,0.4249363867684478,0.557823655189631,Adequate
Haryana,Jind,1317043.0,246724.0,62.56447207874003,277809.0,0.0,170.0,27.0,7.0,3.0,1.0,99.1,5.8,98.7,99.0,77.5,88.5,96.2,100.0,23.7,59.6,12.90770308942077,2.050046961260946,0.5314936566232082,0.0759276652318868,21.093388750405264,0.0,0.113171872309577,0.04044230142827531,0.028125315574358625,0.010812099529020682,0.9875173370319001,0.07743658210947929,0.9834605597964376,0.9855282199710567,0.775,0.8387553041018388,0.935374149659864,1.0,0.2329192546583851,0.5635258725881083,0.431297709923664,0.5335577719121309,Adequate
Haryana,Kaithal,1091413.0,207286.0,60.04014978747734,252055.0,0.0,144.0,24.0,6.0,0.0,1.0,99.8,22.6,98.2,99.7,74.3,89.7,98.5,100.0,29.1,61.5,13.193905515144133,2.198984252524021,0.5497460631310054,0.0916243438551675,23.09437399041426,0.0,0.1156812315777804,0.04338046184166762,0.02909118729573498,0.013047306564975852,0.9972260748959778,0.30173564753004006,0.9770992366412214,0.9956584659913172,0.743,0.8557284299858557,0.9744897959183674,1.0,0.2888198757763975,0.5214289842432382,0.4071246819338422,0.5509007586797612,Adequate
Haryana,Karnal,1505069.0,292034.0,64.97177205829101,339385.0,0.0,146.0,25.0,6.0,1.0,1.0,99.8,12.7,99.0,98.6,88.9,83.5,99.9,99.2,24.6,61.9,9.700551934828235,1.661053413497986,0.3986528192395165,0.0664421365399194,22.549464509600558,0.0,0.08505228368636623,0.03276843121478151,0.021095710562107118,0.009461360243284523,0.9972260748959778,0.16955941255006673,0.9872773536895674,0.9797395079594791,0.8890000000000001,0.7680339462517681,0.9982993197278913,0.9746835443037978,0.24223602484472054,0.603671237069707,0.40203562340966914,0.544009322027279,Adequate
Haryana,Kurukshetra,964655.0,188143.0,67.05951868802836,215128.0,0.0,117.0,18.0,6.0,0.0,1.0,99.8,21.4,98.4,97.6,69.8,82.6,99.9,99.6,19.2,57.1,12.12868849485049,1.8659520761308448,0.6219840253769482,0.1036640042294913,22.301029901882018,0.0,0.10634164545873914,0.03681056958187124,0.03291383966288466,0.014761754202279561,0.9972260748959778,0.28571428571428564,0.9796437659033079,0.9652677279305355,0.698,0.7553041018387553,0.9982993197278913,0.9873417721518987,0.18633540372670807,0.6384875666123464,0.46310432569974547,0.5430368102071484,Adequate
