Country,State,District,Year,"Functional Sub Centres (UOM:Number), Scaling Factor:1","Functional Primary Health Centres (Phcs) (UOM:Number), Scaling Factor:1","Functional Community Health Centres (Chcs) (UOM:Number), Scaling Factor:1","Functional Health And Wellness Centres-Sub Centres  (Hwc-Scs) (UOM:Number), Scaling Factor:1","Functional Health And Wellness Centres (Hwc)-Primary Health Centres (Phcs) (UOM:Number), Scaling Factor:1","Functional Sub Divisional Hospitals (Sdhs) (UOM:Number), Scaling Factor:1","Functional District Hospitals (Dhs) (UOM:Number), Scaling Factor:1"
India,Gujarat,Unknown Districts Of India,"Financial Year (Apr - Mar), 2018",165,21,4,4,4,1,1
India,Gujarat,Vadodara,"Financial Year (Apr - Mar), 2018",219,46,10,23,31,0,1
India,Gujarat,Valsad,"Financial Year (Apr - Mar), 2018",339,31,10,24,27,2,0
India,Haryana,Ambala,"Financial Year (Apr - Mar), 2018",94,0,4,10,20,2,1
India,Haryana,Bhiwani,"Financial Year (Apr - Mar), 2018",139,26,6,0,0,3,1
India,Haryana,Charki Dadri,"Financial Year (Apr - Mar), 2018",75,12,3,0,0,1,0
India,Haryana,Faridabad,"Financial Year (Apr - Mar), 2018",93,2,8,0,23,1,1
India,Haryana,Fatehabad,"Financial Year (Apr - Mar), 2018",131,22,4,0,0,1,1
India,Haryana,Gurugram,"Financial Year (Apr - Mar), 2018",73,3,3,7,25,2,2
India,Haryana,Hisar,"Financial Year (Apr - Mar), 2018",189,7,10,9,24,2,1
India,Haryana,Jhajjar,"Financial Year (Apr - Mar), 2018",131,8,6,3,21,2,1
India,Haryana,Jind,"Financial Year (Apr - Mar), 2018",160,24,7,1,0,1,1
India,Haryana,Kaithal,"Financial Year (Apr - Mar), 2018",144,20,6,0,0,0,1
India,Haryana,Karnal,"Financial Year (Apr - Mar), 2018",137,6,6,10,18,1,1
India,Haryana,Kurukshetra,"Financial Year (Apr - Mar), 2018",112,4,5,5,15,0,1
India,Haryana,Mahendragarh,"Financial Year (Apr - Mar), 2018",128,8,7,7,10,1,1
India,Haryana,Nuh,"Financial Year (Apr - Mar), 2018",50,6,3,44,11,0,1
India,Haryana,Palwal,"Financial Year (Apr - Mar), 2018",81,6,7,14,11,0,1
India,Haryana,Panchkula,"Financial Year (Apr - Mar), 2018",39,0,3,7,9,0,1
India,Haryana,Panipat,"Financial Year (Apr - Mar), 2018",81,7,6,8,15,0,1
India,Haryana,Rewari,"Financial Year (Apr - Mar), 2018",112,16,5,0,0,1,1
India,Haryana,Rohtak,"Financial Year (Apr - Mar), 2018",116,20,7,0,0,0,1
India,Haryana,Sirsa,"Financial Year (Apr - Mar), 2018",139,8,8,12,18,1,1
India,Haryana,Sonipat,"Financial Year (Apr - Mar), 2018",152,10,8,10,22,1,1
India,Haryana,Yamunanagar,"Financial Year (Apr - Mar), 2018",96,3,6,17,16,1,1
India,Himachal Pradesh,Bilaspur,"Financial Year (Apr - Mar), 2018",120,38,7,0,0,3,1
India,Himachal Pradesh,Chamba,"Financial Year (Apr - Mar), 2018",177,45,5,0,2,6,1
India,Himachal Pradesh,Hamirpur,"Financial Year (Apr - Mar), 2018",150,32,2,0,2,5,1
India,Himachal Pradesh,Kangra,"Financial Year (Apr - Mar), 2018",441,87,17,0,7,18,1
India,Himachal Pradesh,Kinnaur,"Financial Year (Apr - Mar), 2018",34,24,4,0,0,1,1
India,Himachal Pradesh,Kullu,"Financial Year (Apr - Mar), 2018",103,28,5,0,0,4,1
India,Himachal Pradesh,Lahul and Spiti,"Financial Year (Apr - Mar), 2018",36,17,3,0,0,0,1
India,Himachal Pradesh,Mandi,"Financial Year (Apr - Mar), 2018",325,85,13,0,5,13,1
India,Himachal Pradesh,Shimla,"Financial Year (Apr - Mar), 2018",149,44,6,0,0,12,1
India,Himachal Pradesh,Sirmaur,"Financial Year (Apr - Mar), 2018",253,121,17,0,3,5,1
India,Himachal Pradesh,Solan,"Financial Year (Apr - Mar), 2018",175,41,6,0,0,6,1
India,Himachal Pradesh,Una,"Financial Year (Apr - Mar), 2018",134,24,9,0,1,5,1
India,Jammu and Kashmir,Anantnag,"Financial Year (Apr - Mar), 2018",149,19,5,8,24,0,1
India,Jammu and Kashmir,Bandipora,"Financial Year (Apr - Mar), 2018",79,13,3,0,0,0,1
India,Jammu and Kashmir,Baramulla,"Financial Year (Apr - Mar), 2018",212,32,6,5,24,0,1
India,Jammu and Kashmir,Budgam,"Financial Year (Apr - Mar), 2018",152,49,9,1,1,0,1
India,Jammu and Kashmir,Doda,"Financial Year (Apr - Mar), 2018",151,26,3,12,7,0,1
India,Jammu and Kashmir,Ganderbal,"Financial Year (Apr - Mar), 2018",63,19,1,0,0,0,1
India,Jammu and Kashmir,Jammu,"Financial Year (Apr - Mar), 2018",176,37,8,28,21,0,2
India,Jammu and Kashmir,Kathua,"Financial Year (Apr - Mar), 2018",188,38,5,9,0,0,1
India,Jammu and Kashmir,Kishtwar,"Financial Year (Apr - Mar), 2018",86,16,1,7,0,0,1
India,Jammu and Kashmir,Kulgam,"Financial Year (Apr - Mar), 2018",128,26,3,5,2,0,1
India,Jammu and Kashmir,Kupwara,"Financial Year (Apr - Mar), 2018",259,17,7,0,22,0,1
India,Jammu and Kashmir,Poonch,"Financial Year (Apr - Mar), 2018",147,32,3,2,0,0,1
India,Jammu and Kashmir,Pulwama,"Financial Year (Apr - Mar), 2018",92,33,3,12,3,0,1
India,Jammu and Kashmir,Rajouri,"Financial Year (Apr - Mar), 2018",217,37,7,4,0,0,1
India,Jammu and Kashmir,Ramban,"Financial Year (Apr - Mar), 2018",93,19,3,0,0,0,1
India,Jammu and Kashmir,Reasi,"Financial Year (Apr - Mar), 2018",111,22,2,1,0,0,1
India,Jammu and Kashmir,Samba,"Financial Year (Apr - Mar), 2018",80,12,3,10,0,0,1
India,Jammu and Kashmir,Shopian,"Financial Year (Apr - Mar), 2018",60,10,2,0,0,0,1
India,Jammu and Kashmir,Srinagar,"Financial Year (Apr - Mar), 2018",59,40,1,4,0,0,1
India,Jammu and Kashmir,Udhampur,"Financial Year (Apr - Mar), 2018",136,31,2,17,7,0,1
India,Jharkhand,Bokaro,"Financial Year (Apr - Mar), 2018",101,2,8,14,18,3,1
India,Jharkhand,Chatra,"Financial Year (Apr - Mar), 2018",87,8,5,6,3,0,1
India,Jharkhand,Deoghar,"Financial Year (Apr - Mar), 2018",171,1,9,9,12,1,1
India,Jharkhand,Dhanbad,"Financial Year (Apr - Mar), 2018",134,20,7,6,7,0,0
India,Jharkhand,Dumka,"Financial Year (Apr - Mar), 2018",240,20,12,8,22,0,1
India,Jharkhand,East Singhbum,"Financial Year (Apr - Mar), 2018",234,0,9,9,18,1,1
India,Jharkhand,Garhwa,"Financial Year (Apr - Mar), 2018",108,10,6,9,1,1,1
India,Jharkhand,Giridih,"Financial Year (Apr - Mar), 2018",177,17,11,2,0,0,1
India,Jharkhand,Godda,"Financial Year (Apr - Mar), 2018",177,9,7,4,3,0,1
India,Jharkhand,Gumla,"Financial Year (Apr - Mar), 2018",231,0,10,12,3,0,1
India,Jharkhand,Hazaribagh,"Financial Year (Apr - Mar), 2018",136,7,8,4,7,1,1
India,Jharkhand,Khunti,"Financial Year (Apr - Mar), 2018",100,7,5,8,0,0,1
India,Jharkhand,Koderma,"Financial Year (Apr - Mar), 2018",62,6,6,3,8,0,1
India,Jharkhand,Latehar,"Financial Year (Apr - Mar), 2018",94,4,6,3,5,0,1
India,Jharkhand,Lohardaga,"Financial Year (Apr - Mar), 2018",67,9,4,7,4,0,1
India,Jharkhand,Pakur,"Financial Year (Apr - Mar), 2018",116,9,5,5,2,0,1
India,Jharkhand,Palamu,"Financial Year (Apr - Mar), 2018",169,22,7,2,1,2,1
India,Jharkhand,Ramgarh,"Financial Year (Apr - Mar), 2018",52,5,4,2,0,0,1
India,Jharkhand,Ranchi,"Financial Year (Apr - Mar), 2018",274,18,13,50,8,1,1
India,Jharkhand,Sahebganj,"Financial Year (Apr - Mar), 2018",130,10,6,6,0,1,1
India,Jharkhand,Saraikela Kharsawan,"Financial Year (Apr - Mar), 2018",180,4,6,12,6,1,1
India,Jharkhand,Simdega,"Financial Year (Apr - Mar), 2018",145,7,6,10,0,0,1
India,Jharkhand,West Singhbhum,"Financial Year (Apr - Mar), 2018",332,9,13,11,6,1,1
India,Karnataka,Bagalkote,"Financial Year (Apr - Mar), 2018",233,49,8,0,0,5,1
India,Karnataka,Ballari,"Financial Year (Apr - Mar), 2018",293,73,11,57,30,6,1
India,Karnataka,Belagavi,"Financial Year (Apr - Mar), 2018",620,148,16,0,0,9,0
India,Karnataka,Bengaluru Rural,"Financial Year (Apr - Mar), 2018",199,48,2,0,0,4,0
India,Karnataka,Bengaluru Urban,"Financial Year (Apr - Mar), 2018",279,96,5,0,0,3,0
India,Karnataka,Bidar,"Financial Year (Apr - Mar), 2018",275,58,8,109,25,4,0
India,Karnataka,Chamarajanagara,"Financial Year (Apr - Mar), 2018",256,64,3,0,0,3,0
India,Karnataka,Chikkaballapura,"Financial Year (Apr - Mar), 2018",203,60,2,0,0,5,1
India,Karnataka,Chikkamagaluru,"Financial Year (Apr - Mar), 2018",368,90,5,0,2,6,1
India,Karnataka,Chitradurga,"Financial Year (Apr - Mar), 2018",342,82,11,0,0,5,1
India,Karnataka,Dakshina Kannada,"Financial Year (Apr - Mar), 2018",430,72,8,0,0,4,1
India,Karnataka,Davangere,"Financial Year (Apr - Mar), 2018",324,101,6,0,0,5,1
India,Karnataka,Dharwad,"Financial Year (Apr - Mar), 2018",185,45,0,0,0,3,1
India,Karnataka,Gadag,"Financial Year (Apr - Mar), 2018",190,39,2,0,0,4,0
India,Karnataka,Hassan,"Financial Year (Apr - Mar), 2018",486,136,15,0,0,7,0
India,Karnataka,Haveri,"Financial Year (Apr - Mar), 2018",311,69,5,0,0,6,1
India,Karnataka,Kalaburagi,"Financial Year (Apr - Mar), 2018",337,93,16,78,32,6,0
India,Karnataka,Kodagu,"Financial Year (Apr - Mar), 2018",196,29,7,0,0,2,0
India,Karnataka,Kolar,"Financial Year (Apr - Mar), 2018",266,69,2,0,0,4,1
India,Karnataka,Koppal,"Financial Year (Apr - Mar), 2018",176,49,9,78,23,3,0
India,Karnataka,Mandya,"Financial Year (Apr - Mar), 2018",410,115,10,0,0,6,0
India,Karnataka,Mysuru,"Financial Year (Apr - Mar), 2018",510,147,10,65,37,6,0
India,Karnataka,Raichur,"Financial Year (Apr - Mar), 2018",213,52,6,75,25,4,0
India,Karnataka,Ramanagara,"Financial Year (Apr - Mar), 2018",249,63,5,0,0,3,1
India,Karnataka,Shivamogga,"Financial Year (Apr - Mar), 2018",356,110,7,0,0,6,0
India,Karnataka,Tumakuru,"Financial Year (Apr - Mar), 2018",572,147,4,0,0,9,1
India,Karnataka,Udupi,"Financial Year (Apr - Mar), 2018",336,62,6,0,0,2,1
India,Karnataka,Uttara Kannada,"Financial Year (Apr - Mar), 2018",344,83,3,0,0,10,0
India,Karnataka,Vijayapura,"Financial Year (Apr - Mar), 2018",310,68,9,0,0,4,1
India,Karnataka,Yadgir,"Financial Year (Apr - Mar), 2018",169,42,6,109,29,2,1
India,Kerala,Ernakulam,"Financial Year (Apr - Mar), 2018",410,75,23,0,15,11,1
India,Kerala,Idukki,"Financial Year (Apr - Mar), 2018",308,33,13,0,8,4,2
India,Kerala,Kannur,"Financial Year (Apr - Mar), 2018",414,77,9,0,11,7,1
India,Kerala,Kasaragod,"Financial Year (Apr - Mar), 2018",247,35,6,0,7,5,1
India,Kerala,Kollam,"Financial Year (Apr - Mar), 2018",421,50,17,0,12,8,1
India,Kerala,Kottayam,"Financial Year (Apr - Mar), 2018",333,47,20,0,11,3,0
India,Kerala,Kozhikode,"Financial Year (Apr - Mar), 2018",401,61,16,0,13,7,1
India,Kerala,Malappuram,"Financial Year (Apr - Mar), 2018",578,79,21,0,17,7,3
India,Kerala,Palakkad,"Financial Year (Apr - Mar), 2018",504,65,19,0,16,6,1
India,Kerala,Pathanamthitta,"Financial Year (Apr - Mar), 2018",261,35,12,0,8,4,1
India,Kerala,Thiruvananthapuram,"Financial Year (Apr - Mar), 2018",483,70,24,0,16,8,2
India,Kerala,Thrissur,"Financial Year (Apr - Mar), 2018",472,65,24,0,18,6,1
India,Kerala,Wayanad,"Financial Year (Apr - Mar), 2018",182,20,9,0,4,2,1
India,Ladakh,Kargil,"Financial Year (Apr - Mar), 2018",138,16,4,0,0,0,1
India,Ladakh,Leh Ladakh,"Financial Year (Apr - Mar), 2018",124,16,3,0,0,0,1
India,Lakshadweep,Lakshadweep District,"Financial Year (Apr - Mar), 2018",14,4,3,0,0,2,1
India,Madhya Pradesh,Agar-Malwa,"Financial Year (Apr - Mar), 2018",77,6,3,0,0,0,1
India,Madhya Pradesh,Alirajpur,"Financial Year (Apr - Mar), 2018",185,16,6,0,0,0,1
India,Madhya Pradesh,Anuppur,"Financial Year (Apr - Mar), 2018",169,14,8,0,4,0,1
India,Madhya Pradesh,Ashoknagar,"Financial Year (Apr - Mar), 2018",132,6,2,0,5,2,1
India,Madhya Pradesh,Balaghat,"Financial Year (Apr - Mar), 2018",292,34,7,0,4,3,1
India,Madhya Pradesh,Barwani,"Financial Year (Apr - Mar), 2018",330,21,8,0,9,2,1
India,Madhya Pradesh,Betul,"Financial Year (Apr - Mar), 2018",323,31,9,0,4,1,1
India,Madhya Pradesh,Bhind,"Financial Year (Apr - Mar), 2018",210,14,7,0,13,1,1
India,Madhya Pradesh,Bhopal,"Financial Year (Apr - Mar), 2018",66,10,2,0,8,3,1
India,Madhya Pradesh,Burhanpur,"Financial Year (Apr - Mar), 2018",98,15,4,0,0,0,1
India,Madhya Pradesh,Chhatarpur,"Financial Year (Apr - Mar), 2018",235,27,10,0,12,0,1
India,Madhya Pradesh,Chhindwara,"Financial Year (Apr - Mar), 2018",305,64,11,0,5,4,1
India,Madhya Pradesh,Damoh,"Financial Year (Apr - Mar), 2018",176,13,6,0,4,1,1
India,Madhya Pradesh,Datia,"Financial Year (Apr - Mar), 2018",110,11,4,0,0,2,1
India,Madhya Pradesh,Dewas,"Financial Year (Apr - Mar), 2018",209,11,7,0,13,2,1
India,Madhya Pradesh,Dhar,"Financial Year (Apr - Mar), 2018",475,49,15,0,0,1,1
India,Madhya Pradesh,Dindori,"Financial Year (Apr - Mar), 2018",191,21,7,0,1,0,1
India,Madhya Pradesh,Guna,"Financial Year (Apr - Mar), 2018",160,5,5,0,13,1,1
India,Madhya Pradesh,Gwalior,"Financial Year (Apr - Mar), 2018",119,25,3,0,3,4,1
India,Madhya Pradesh,Harda,"Financial Year (Apr - Mar), 2018",79,7,4,0,0,0,1
India,Madhya Pradesh,Indore,"Financial Year (Apr - Mar), 2018",115,33,6,0,7,3,1
India,Madhya Pradesh,Jabalpur,"Financial Year (Apr - Mar), 2018",178,24,6,0,13,3,1
India,Madhya Pradesh,Jhabua,"Financial Year (Apr - Mar), 2018",292,21,5,0,0,2,1
India,Madhya Pradesh,Katni,"Financial Year (Apr - Mar), 2018",163,20,6,0,0,1,1
India,Madhya Pradesh,Khandwa (East Nimar),"Financial Year (Apr - Mar), 2018",181,24,7,0,7,1,1
India,Madhya Pradesh,Khargone (West Nimar),"Financial Year (Apr - Mar), 2018",317,58,10,0,0,2,1
India,Madhya Pradesh,Mandla,"Financial Year (Apr - Mar), 2018",274,34,8,0,0,1,1
India,Madhya Pradesh,Mandsaur,"Financial Year (Apr - Mar), 2018",180,40,7,0,0,2,1
India,Madhya Pradesh,Morena,"Financial Year (Apr - Mar), 2018",237,24,7,0,0,3,1
India,Madhya Pradesh,Narmadapuram,"Financial Year (Apr - Mar), 2018",157,16,6,0,0,2,1
India,Madhya Pradesh,Narsimhapur,"Financial Year (Apr - Mar), 2018",136,23,7,0,0,1,1
India,Madhya Pradesh,Neemuch,"Financial Year (Apr - Mar), 2018",103,18,3,0,0,2,1
India,Madhya Pradesh,Panna,"Financial Year (Apr - Mar), 2018",155,14,6,0,3,0,1
India,Madhya Pradesh,Raisen,"Financial Year (Apr - Mar), 2018",187,19,7,0,2,3,1
India,Madhya Pradesh,Rajgarh,"Financial Year (Apr - Mar), 2018",215,24,5,0,4,4,1
India,Madhya Pradesh,Ratlam,"Financial Year (Apr - Mar), 2018",197,28,6,0,0,2,1
India,Madhya Pradesh,Rewa,"Financial Year (Apr - Mar), 2018",316,37,9,0,0,3,1
India,Madhya Pradesh,Sagar,"Financial Year (Apr - Mar), 2018",266,32,11,0,0,3,1
India,Madhya Pradesh,Sehore,"Financial Year (Apr - Mar), 2018",163,18,8,0,4,2,1
India,Madhya Pradesh,Seoni,"Financial Year (Apr - Mar), 2018",283,26,5,0,6,3,1
India,Madhya Pradesh,Shahdol,"Financial Year (Apr - Mar), 2018",233,20,7,0,10,1,1
India,Madhya Pradesh,Shajapur,"Financial Year (Apr - Mar), 2018",117,17,4,0,0,3,1
India,Madhya Pradesh,Sheopur,"Financial Year (Apr - Mar), 2018",107,7,3,0,5,0,1
India,Madhya Pradesh,Shivpuri,"Financial Year (Apr - Mar), 2018",263,15,9,0,0,0,1
India,Madhya Pradesh,Sidhi,"Financial Year (Apr - Mar), 2018",196,28,6,0,0,0,1
India,Madhya Pradesh,Singrauli,"Financial Year (Apr - Mar), 2018",206,13,7,0,2,0,1
India,Madhya Pradesh,Tikamgarh,"Financial Year (Apr - Mar), 2018",207,23,7,0,0,0,1
India,Madhya Pradesh,Ujjain,"Financial Year (Apr - Mar), 2018",208,19,5,0,10,6,1
India,Madhya Pradesh,Umaria,"Financial Year (Apr - Mar), 2018",124,13,3,0,0,0,1
India,Madhya Pradesh,Vidisha,"Financial Year (Apr - Mar), 2018",200,13,7,0,14,2,1
India,Maharashtra,Ahmednagar,"Financial Year (Apr - Mar), 2018",529,93,24,36,15,2,1
India,Maharashtra,Akola,"Financial Year (Apr - Mar), 2018",179,37,5,0,0,1,0
India,Maharashtra,Amravati,"Financial Year (Apr - Mar), 2018",291,20,11,48,48,4,1
India,Maharashtra,Beed,"Financial Year (Apr - Mar), 2018",296,56,10,0,0,3,1
India,Maharashtra,Bhandara,"Financial Year (Apr - Mar), 2018",192,6,7,1,28,2,1
India,Maharashtra,Buldhana,"Financial Year (Apr - Mar), 2018",280,57,13,0,0,1,1
India,Maharashtra,Chandrapur,"Financial Year (Apr - Mar), 2018",319,24,10,20,43,3,0
India,Maharashtra,Chhatrapati Sambhajinagar,"Financial Year (Apr - Mar), 2018",279,64,12,0,0,3,1
India,Maharashtra,Dharashiv,"Financial Year (Apr - Mar), 2018",140,21,6,70,23,3,1
India,Maharashtra,Dhule,"Financial Year (Apr - Mar), 2018",232,45,6,0,0,2,1
India,Maharashtra,Gadchiroli,"Financial Year (Apr - Mar), 2018",289,1,9,87,47,3,1
India,Maharashtra,Gondia,"Financial Year (Apr - Mar), 2018",195,32,10,58,9,1,0
India,Maharashtra,Hingoli,"Financial Year (Apr - Mar), 2018",13,3,3,119,24,2,1
India,Maharashtra,Jalgaon,"Financial Year (Apr - Mar), 2018",426,88,18,17,7,3,0
India,Maharashtra,Jalna,"Financial Year (Apr - Mar), 2018",218,43,9,0,0,1,1
India,Maharashtra,Kolhapur,"Financial Year (Apr - Mar), 2018",413,91,18,0,0,4,0
India,Maharashtra,Latur,"Financial Year (Apr - Mar), 2018",219,30,10,33,24,1,0
India,Maharashtra,Mumbai,"Financial Year (Apr - Mar), 2018",0,120,0,0,0,0,0
India,Maharashtra,Nagpur,"Financial Year (Apr - Mar), 2018",316,77,10,0,0,2,0
India,Maharashtra,Nanded,"Financial Year (Apr - Mar), 2018",272,40,13,105,36,4,1
India,Maharashtra,Nandurbar,"Financial Year (Apr - Mar), 2018",208,49,12,84,11,2,1
India,Maharashtra,Nashik,"Financial Year (Apr - Mar), 2018",592,110,23,0,26,6,1
India,Maharashtra,Palghar,"Financial Year (Apr - Mar), 2018",264,60,10,50,7,3,0
India,Maharashtra,Parbhani,"Financial Year (Apr - Mar), 2018",215,39,6,0,0,2,1
India,Maharashtra,Pune,"Financial Year (Apr - Mar), 2018",514,143,34,25,30,5,1
India,Maharashtra,Raigad,"Financial Year (Apr - Mar), 2018",288,59,9,0,0,5,1
India,Maharashtra,Ratnagiri,"Financial Year (Apr - Mar), 2018",378,69,8,0,0,3,1
India,Maharashtra,Sangli,"Financial Year (Apr - Mar), 2018",320,70,14,0,0,2,0
India,Maharashtra,Satara,"Financial Year (Apr - Mar), 2018",394,44,15,6,32,2,1
India,Maharashtra,Sindhudurg,"Financial Year (Apr - Mar), 2018",203,21,7,45,17,3,1
India,Maharashtra,Solapur,"Financial Year (Apr - Mar), 2018",431,93,16,0,0,3,0
India,Maharashtra,Thane,"Financial Year (Apr - Mar), 2018",190,113,15,0,0,3,1
India,Maharashtra,Wardha,"Financial Year (Apr - Mar), 2018",139,4,8,42,27,2,1
India,Maharashtra,Washim,"Financial Year (Apr - Mar), 2018",60,1,6,,25,1,1
India,Manipur,Bishnupur,"Financial Year (Apr - Mar), 2018",35,8,2,13,1,0,1
India,Manipur,Chandel,"Financial Year (Apr - Mar), 2018",21,2,1,5,1,0,1
India,Manipur,Churachandpur,"Financial Year (Apr - Mar), 2018",46,7,1,6,1,0,1
India,Manipur,Imphal East,"Financial Year (Apr - Mar), 2018",51,12,2,8,0,0,1
India,Manipur,Imphal West,"Financial Year (Apr - Mar), 2018",52,11,3,12,0,0,0
India,Manipur,Jiribam,"Financial Year (Apr - Mar), 2018",9,2,1,0,0,0,1
India,Manipur,Kakching,"Financial Year (Apr - Mar), 2018",18,6,1,0,0,0,0
India,Manipur,Kamjong,"Financial Year (Apr - Mar), 2018",18,2,1,0,0,0,0
India,Manipur,Kangpokpi,"Financial Year (Apr - Mar), 2018",18,6,1,4,0,0,0
India,Manipur,Noney,"Financial Year (Apr - Mar), 2018",17,3,1,0,0,0,0
India,Manipur,Pherzawl,"Financial Year (Apr - Mar), 2018",18,5,1,0,0,0,0
India,Manipur,Senapati,"Financial Year (Apr - Mar), 2018",34,8,1,0,0,0,1
India,Manipur,Tamenglong,"Financial Year (Apr - Mar), 2018",13,4,1,3,0,0,1
India,Manipur,Tengnoupal,"Financial Year (Apr - Mar), 2018",12,4,1,1,0,1,0
India,Manipur,Thoubal,"Financial Year (Apr - Mar), 2018",44,8,4,9,2,0,1
India,Manipur,Ukhrul,"Financial Year (Apr - Mar), 2018",23,6,1,0,0,0,1
India,Meghalaya,East Garo Hills,"Financial Year (Apr - Mar), 2018",31,7,1,0,0,0,1
India,Meghalaya,East Jaintia Hills,"Financial Year (Apr - Mar), 2018",35,6,2,0,0,0,0
India,Meghalaya,East Khasi Hills,"Financial Year (Apr - Mar), 2018",72,25,7,12,2,0,2
India,Meghalaya,North Garo Hills,"Financial Year (Apr - Mar), 2018",52,9,1,0,0,0,0
India,Meghalaya,Ri Bhoi,"Financial Year (Apr - Mar), 2018",32,8,3,10,2,0,1
India,Meghalaya,South Garo Hills,"Financial Year (Apr - Mar), 2018",21,6,1,0,0,0,1
India,Meghalaya,South West Garo Hills,"Financial Year (Apr - Mar), 2018",27,9,1,0,0,0,1
India,Meghalaya,South West Khasi Hills,"Financial Year (Apr - Mar), 2018",19,4,2,0,0,0,0
India,Meghalaya,West Garo Hills,"Financial Year (Apr - Mar), 2018",64,9,5,10,4,0,2
India,Meghalaya,West Jaintia Hills,"Financial Year (Apr - Mar), 2018",46,12,3,0,0,0,1
India,Meghalaya,West Khasi Hills,"Financial Year (Apr - Mar), 2018",46,15,2,0,0,0,2
India,Mizoram,Aizawl,"Financial Year (Apr - Mar), 2018",94,18,2,0,4,1,2
India,Mizoram,Champhai,"Financial Year (Apr - Mar), 2018",59,11,2,0,0,0,1
India,Mizoram,Kolasib,"Financial Year (Apr - Mar), 2018",26,5,1,0,0,0,1
India,Mizoram,Lawngtlai,"Financial Year (Apr - Mar), 2018",37,5,1,0,0,0,1
India,Mizoram,Lunglei,"Financial Year (Apr - Mar), 2018",70,11,1,0,0,1,1
India,Mizoram,Mamit,"Financial Year (Apr - Mar), 2018",33,6,1,0,0,0,1
India,Mizoram,Serchhip,"Financial Year (Apr - Mar), 2018",27,5,1,0,0,0,1
India,Mizoram,Siaha,"Financial Year (Apr - Mar), 2018",24,4,0,0,0,0,1
India,Nagaland,Dimapur,"Financial Year (Apr - Mar), 2018",47,8,2,6,2,0,1
India,Nagaland,Kiphire,"Financial Year (Apr - Mar), 2018",19,2,1,15,2,0,1
India,Nagaland,Kohima,"Financial Year (Apr - Mar), 2018",40,14,3,10,1,0,1
India,Nagaland,Longleng,"Financial Year (Apr - Mar), 2018",8,3,0,3,0,0,1
India,Nagaland,Mon,"Financial Year (Apr - Mar), 2018",50,15,2,7,0,0,1
India,Nagaland,Peren,"Financial Year (Apr - Mar), 2018",16,8,1,0,0,0,1
India,Nagaland,Phek,"Financial Year (Apr - Mar), 2018",44,23,3,0,0,0,1
India,Nagaland,Tuensang,"Financial Year (Apr - Mar), 2018",38,13,2,11,0,0,1
India,Nagaland,Wokha,"Financial Year (Apr - Mar), 2018",37,12,2,0,0,0,1
India,Nagaland,Zunheboto,"Financial Year (Apr - Mar), 2018",47,13,2,0,0,0,1
India,Odisha,Anugul,"Financial Year (Apr - Mar), 2018",164,11,9,2,20,3,1
India,Odisha,Balangir,"Financial Year (Apr - Mar), 2018",222,18,15,4,30,2,1
India,Odisha,Baleshwar,"Financial Year (Apr - Mar), 2018",275,33,17,0,41,1,1
India,Odisha,Bargarh,"Financial Year (Apr - Mar), 2018",202,19,15,2,30,1,1
India,Odisha,Bhadrak,"Financial Year (Apr - Mar), 2018",176,21,7,2,33,0,1
India,Odisha,Boudh,"Financial Year (Apr - Mar), 2018",64,0,5,3,12,0,1
India,Odisha,Cuttack,"Financial Year (Apr - Mar), 2018",325,14,22,7,59,2,1
India,Odisha,Deogarh,"Financial Year (Apr - Mar), 2018",38,1,4,4,7,0,1
India,Odisha,Dhenkanal,"Financial Year (Apr - Mar), 2018",165,25,10,2,13,2,1
India,Odisha,Gajapati,"Financial Year (Apr - Mar), 2018",136,3,8,0,19,0,1
India,Odisha,Ganjam,"Financial Year (Apr - Mar), 2018",454,65,28,6,35,4,1
India,Odisha,Jagatsinghapur,"Financial Year (Apr - Mar), 2018",188,13,11,1,22,0,1
India,Odisha,Jajapur,"Financial Year (Apr - Mar), 2018",258,15,12,2,47,0,1
India,Odisha,Jharsuguda,"Financial Year (Apr - Mar), 2018",62,4,6,4,15,0,1
India,Odisha,Kalahandi,"Financial Year (Apr - Mar), 2018",234,20,18,8,26,1,1
India,Odisha,Kandhamal,"Financial Year (Apr - Mar), 2018",170,8,14,2,32,1,1
India,Odisha,Kendrapara,"Financial Year (Apr - Mar), 2018",224,15,8,3,31,1,1
India,Odisha,Kendujhar,"Financial Year (Apr - Mar), 2018",350,30,17,1,37,2,1
India,Odisha,Khordha,"Financial Year (Apr - Mar), 2018",196,20,16,6,54,0,2
India,Odisha,Koraput,"Financial Year (Apr - Mar), 2018",304,6,16,3,45,0,1
India,Odisha,Malkangiri,"Financial Year (Apr - Mar), 2018",158,5,6,0,22,2,1
India,Odisha,Mayurbhanj,"Financial Year (Apr - Mar), 2018",574,33,28,15,55,3,1
India,Odisha,Nabarangpur,"Financial Year (Apr - Mar), 2018",287,12,10,2,29,1,1
India,Odisha,Nayagarh,"Financial Year (Apr - Mar), 2018",166,16,12,0,22,1,1
India,Odisha,Nuapada,"Financial Year (Apr - Mar), 2018",90,5,5,5,12,1,1
India,Odisha,Puri,"Financial Year (Apr - Mar), 2018",237,13,17,4,38,0,1
India,Odisha,Rayagada,"Financial Year (Apr - Mar), 2018",235,7,11,0,32,1,1
India,Odisha,Sambalpur,"Financial Year (Apr - Mar), 2018",166,2,11,1,34,2,1
